h,model_fun,mae
1,arima_fun,2.1504902538422694
1,arima101_010_fun,2.20878135733129
1,ets_fun,2.5353175567191326
1,tbats_fun,2.8477914907241635
2,arima101_010_fun,2.187344997014034
2,arima_fun,2.2618746356923203
2,tbats_fun,2.27257206115742
2,ets_fun,2.355709103772204
3,arima101_010_fun,2.2936387962446614
3,ets_fun,2.347279890787968
3,tbats_fun,2.5667527728065336
3,arima_fun,2.584569936563965
4,arima101_010_fun,2.3328104529484133
4,ets_fun,2.3664458385820515
4,tbats_fun,2.632507948201002
4,arima_fun,2.6549264340024936
5,arima101_010_fun,2.2203920648117497
5,ets_fun,2.332017032322833
5,arima_fun,2.55803934747893
5,tbats_fun,2.6986874365805673
6,arima101_010_fun,2.0696979838019356
6,ets_fun,2.343139004851258
6,arima_fun,2.6211522869818844
6,tbats_fun,2.627055763632848
