h,model_fun,mae
1,arima101_101_fun,0.15033790412207368
1,ets_fun,0.16495247095174784
1,tbats_fun,0.18830245490589922
1,arima_fun,0.1963008709144804
2,ets_fun,0.21105669375534067
2,arima101_101_fun,0.22363488768933085
2,tbats_fun,0.2244064957727085
2,arima_fun,0.26691770749121835
3,ets_fun,0.20995639874834163
3,tbats_fun,0.2330268170938195
3,arima101_101_fun,0.24076560870098465
3,arima_fun,0.2650612719387272
4,ets_fun,0.19028067836125168
4,arima101_101_fun,0.24652321360753893
4,tbats_fun,0.2567830053573014
4,arima_fun,0.2596560978428729
5,ets_fun,0.24772638003859643
5,arima101_101_fun,0.25550595594842546
5,arima_fun,0.26528225252301596
5,tbats_fun,0.26892260501270604
6,ets_fun,0.23885968647257103
6,arima101_101_fun,0.2664662074874271
6,arima_fun,0.27310027038708046
6,tbats_fun,0.27462565070165723
