h,model_fun,mae
1,ets_fun,0.008271714273016328
1,tbats_fun,0.008528213229703738
1,arima_fun,0.008775651621938194
1,arima101_101_fun,0.010763312115418115
2,arima101_101_fun,0.009620501550630487
2,ets_fun,0.010360652541494715
2,tbats_fun,0.01052286482830794
2,arima_fun,0.010779351853097176
3,arima101_101_fun,0.009432429353307238
3,arima_fun,0.00960554465679809
3,ets_fun,0.01270431086083354
3,tbats_fun,0.01402359182332212
4,arima101_101_fun,0.009251631340829286
4,arima_fun,0.009744087272592567
4,tbats_fun,0.011745691137413191
4,ets_fun,0.013196338906412863
