h,model_fun,mae
1,arima11_fun,0.13937679960020846
1,arima_fun,0.1729841399255234
1,tbats_fun,0.17484529925286946
1,ets_fun,0.18932211818727357
2,arima11_fun,0.19823974573592315
2,tbats_fun,0.23304346661316563
2,arima_fun,0.24988743627197607
2,ets_fun,0.25721525569195575
3,arima11_fun,0.2549634300645628
3,tbats_fun,0.2649824550935473
3,arima_fun,0.292952898525938
3,ets_fun,0.318706093645865
4,arima11_fun,0.2706257421605456
4,tbats_fun,0.2812383160824431
4,arima_fun,0.31247675483928106
4,ets_fun,0.31385126818041365
5,ets_fun,0.2737676956152508
5,tbats_fun,0.2798375147978926
5,arima_fun,0.29130722245946017
5,arima11_fun,0.29433889433211313
6,ets_fun,0.24818050324427393
6,tbats_fun,0.2718144474050632
6,arima11_fun,0.2718840422521056
6,arima_fun,0.27625156263655115
