h,model_fun,mae
1,arima111_fun,1.2250510882192505
1,arima_fun,1.3888870155444855
1,tbats_fun,1.5683415756641474
1,ets_fun,1.7938602054351955
2,arima111_fun,1.182236216918298
2,arima_fun,1.6428774684213645
2,tbats_fun,1.783572242375025
2,ets_fun,1.793670058864141
3,arima111_fun,1.1945323277429007
3,tbats_fun,1.5902774773209178
3,arima_fun,1.6018085624625806
3,ets_fun,1.7625669286717027
4,arima111_fun,1.193178602964853
4,arima_fun,1.5533746796140093
4,ets_fun,1.7378996743668447
4,tbats_fun,1.7961706895843776
5,arima111_fun,1.1934616710347474
5,arima_fun,1.5545292109105455
5,ets_fun,1.7896334252116484
5,tbats_fun,1.8011234115667805
6,arima111_fun,1.1929264648563749
6,arima_fun,1.5293148669044123
6,ets_fun,1.7847598506163014
6,tbats_fun,1.8507974063243873
