h,model_fun,mae
1,arima101_101_fun,0.12799625965297123
1,tbats_fun,0.13966559190780378
1,ets_fun,0.1738425800223876
1,arima_fun,0.20609873303489448
2,tbats_fun,0.1339006444479039
2,arima101_101_fun,0.1599974134998945
2,ets_fun,0.23207954500373704
2,arima_fun,0.2696205689907129
3,tbats_fun,0.16551426923347373
3,ets_fun,0.1817770584738038
3,arima101_101_fun,0.20347190296250592
3,arima_fun,0.2918536867756821
4,tbats_fun,0.1791193640613702
4,arima101_101_fun,0.20328028268482967
4,ets_fun,0.24487678168295185
4,arima_fun,0.3346688538464093
5,tbats_fun,0.19902643905902775
5,arima101_101_fun,0.21131552006060722
5,ets_fun,0.29248116855069684
5,arima_fun,0.3062586063368041
6,tbats_fun,0.17152226679233856
6,arima101_101_fun,0.20680208376431833
6,ets_fun,0.2696214715543627
6,arima_fun,0.2980987576450106
