date,agriculture,construction,budget,exch_rate,cpi,ind_prod,dur_1_day,dur_2_7_days,dur_8_30_days,dur_31_90_days,dur_91_180_days,dur_181_plus_days,m2sa,in_res,nfa_cb,for_cur,sdr,mvf_pos,mon_gold,import,export,percent_to_period_last_year,percent_to_last_period
2016-02-01,103.8,4.7,-83.9,75.0903,100.63,102.4,10.84,11.08,11.72,12.75,,,33842.8083172804,371559,320180,309770,7859,2551,51379,20135,12861,96.3,135.1
2016-03-01,103.6,5.4,-463,67.6076,100.46,109.8,10.94,11.34,11.4,12.34,,,34122.9575669734,380544,323275,313465,6662,3149,57269,23185,15352,99.4,99.8
2016-04-01,103.5,4.7,-699.4,64.3334,100.44,96.1,10.73,10.9,11.46,12.15,11.21,10.65,34563.3514657961,387008,328871,318865,6795,3212,58137,21750,15113,93.4,107.9
2016-05-01,103.4,4.4,-893.6,66.0825,100.41,98.2,11.06,11.08,11.87,12.67,,10.68,34867.228936388,391521,331015,320948,6836,3231,60506,22042,14437,94.9,88.6
2016-06-01,102.9,6.8,-1061.4,64.2575,100.36,104.8,10.64,10.84,11.34,11.72,,,35466.8742419086,387716,329786,319823,6766,3198,57930,24038,15982,95.6,109.6
2016-07-01,107.4,5.7,-851.3,67.0512,100.54,101.1,10.38,10.8,11.09,10.79,11.25,,35655.419687399,392756,329259,319349,6746,3164,63497,22445,16144,91.9,98
2016-08-01,105.7,5.6,-904,64.9072,100.01,100.1,10.34,10.6,11.34,11.46,,,36090.9410596792,393912,329392,319520,6720,3152,64520,23105,18449,90,99.5
2016-09-01,104.7,6.7,-1119,63.1581,100.17,103.6,10.24,10.36,10.25,10.7,10.3,9.8,36323.8993556023,395198,330488,320610,6725,3154,64710,25369,17959,97.5,100.6
2016-10-01,104.3,6.1,-1004.3,62.9037,100.43,107.5,10.32,10.55,10.48,11.09,9.66,10.61,36622.1553120722,397743,332232,322354,6732,3146,65512,24751,18180,94.1,100.7
2016-11-01,106.8,7.3,-1348.4,64.9449,100.44,102.9,10.02,10.17,10.21,10.43,,,36887.6921538763,390741,326310,316586,6627,3097,64431,26532,17615,93.8,98.4
2016-12-01,103.4,17.3,-3142.1,60.6569,100.4,107.6,10.16,10.11,10.44,10.45,,10.71,37052.5259873575,385288,323631,314050,6530,3052,61657,31209,19557,92.7,148.9
2017-01-01,101.5,4.3,295.9,60.1618,100.62,76,10.11,10.2,10.23,10.32,,,37300.8720327515,377741,317548,308031,6486,3031,60194,25427,13618,110,53.9
2017-02-01,101.1,3.9,22.9,57.9371,100.22,96.7,10.14,10.24,10.23,10.82,,,37916.5331879717,390585,327650,318028,6557,3064,62936,25806,15476,96.9,119
2017-03-01,102.1,4.9,144.1,56.3779,100.13,113.9,9.9,9.97,10.2,10.58,9.55,10.46,38302.1837413064,397334,330472,320921,6532,3019,66863,31317,18995,96.8,99.7
2017-04-01,101.7,4.2,-12.5,56.9838,100.33,95.9,9.58,9.73,9.89,10.51,,10.32,38460.6556132587,397907,330337,320763,6548,3026,67570,26083,18258,92.9,103.6
2017-05-01,101.2,4.3,163.8,56.5168,100.37,101.7,9.13,9.09,9.29,8.17,,,38408.0565345735,400998,332345,322667,6619,3059,68653,28259,19628,100.3,95.6
2017-06-01,99.6,6.4,64.5,59.0855,100.61,101.3,9.11,8.94,9.26,8.75,,,39009.5083955096,405721,336426,326658,6681,3087,69295,29540,20783,100.5,109.9
2017-07-01,98.2,5.4,388.4,59.5436,100.07,98,8.95,9.03,8.92,8.72,,,39358.159280516,412239,343469,333673,6719,3078,68770,24681,20847,96.7,94.2
2017-08-01,106.1,6.3,400.7,58.7306,99.46,103.8,8.54,8.77,8.68,8.79,,8.76,39366.8513587641,418447,348410,338578,6801,3031,70037,29079,22415,99.7,102.6
2017-09-01,109.5,6.7,389.4,58.0169,99.85,103.1,8.37,8.49,8.67,8.67,8.49,,39590.484891092,423978,350478,340669,6824,2985,73500,30800,20559,99.8,100.7
2017-10-01,98.4,6.9,697.2,57.8716,100.2,104.2,8.04,8.28,8.49,8.28,7.95,,40087.8276659595,424766,351163,341350,6827,2986,73603,31580,21504,98.5,99.4
2017-11-01,102.1,7.1,370.3,58.3311,100.22,101.1,8.01,8.07,8.09,8.32,8.78,8.53,40548.8481685081,424857,351152,341439,6789,2924,73705,33443,21897,100.4,100.3
2017-12-01,104.1,18.8,-1349.1,57.6002,100.42,107.4,7.73,7.68,7.75,7.52,7.9,8.05,40776.105220151,431636,355518,345835,6837,2846,76118,37533,24146,98.1,145.4
2018-01-01,102.3,5,416.5,56.2914,100.31,79.3,7.09,7.11,7.68,7.2,,8.36,41190.9741665723,432742,356095,346507,6883,2706,76647,33591,16672,,
2018-02-01,102.3,5.2,309.2,55.6717,100.21,97.5,7.15,7.02,7.25,7.07,,,41511.796837482,447735,367357,357558,7047,2752,80378,31283,19114,,
2018-03-01,102.4,5.5,712.7,57.2649,100.29,113.4,7.15,7.03,6.94,7.07,6.67,7.68,41879.5618157593,453644,373062,363348,6987,2728,80582,36634,21643,,
2018-04-01,102.3,4.5,799.1,61.9997,100.38,96.9,7,6.75,6.93,7.22,,,42303.6188129991,457995,377513,367743,7030,2739,80482,35968,20968,,
2018-05-01,102.2,3.5,1276.1,62.5937,100.38,101.5,6.95,6.94,6.94,6.99,,,42852.0620863383,459884,378737,369075,6958,2704,81146,36482,21310,,
2018-06-01,100.8,5.3,1514.7,62.7565,100.49,99.8,7.02,7.12,6.98,7.18,,,43023.4676749381,456640,376129,366620,6848,2661,80511,36272,21077,,
2018-07-01,101.7,5,2456.8,62.7805,100.27,99.7,7.09,7.05,7.06,7.1,,7.16,43783.1323016102,456749,378582,368668,6805,3109,78167,34389,21218,,
2018-08-01,89.4,5.2,2999.3,68.0821,100.01,102.7,7.03,7.11,6.87,7.6,,,44029.625078274,458032,380621,370736,6802,3083,77411,37565,21671,,
2018-09-01,95.3,6.3,3434.1,65.5906,100.16,102.5,7.15,7.17,6.77,8.2,,8.23,44573.1973410603,460615,383350,373501,6778,3071,77265,38692,19787,,
2018-10-01,112.1,5.9,4366.1,65.7742,100.35,105.8,7.27,7.3,7.4,8.1,8.42,8.69,44833.0317850726,459163,381672,371858,6754,3060,77491,41315,21618,,
2018-11-01,93.9,6.8,4625.5,66.6342,100.5,99.8,7.25,7.35,7.26,8.26,,,45175.3749410255,459563,378508,368609,6696,3203,81055,40460,21476,,
2018-12-01,99.9,17.1,,69.4706,100.84,107,7.49,7.53,7.64,8.72,,,45618.0490294584,462104,379179,369283,6694,3202,82925,41357,22501,,
2019-01-01,,,,66.0987,101.01,78.5,7.65,7.69,7.23,8.73,,,45698.1502446948,468495,381592,371733,6737,3122,86903,,,,
2019-02-01,,,,65.757,,,7.59,7.6,7.3,8.49,8.65,,45648.3765284121,475945,386485,376601,6792,3093,89460,,,,
2019-03-01,,,,65.9646,,,,,,,,,,482610,390969,380767,6770,3431,91641,,,,
