h,model_fun,mae
1,arima11_fun,0.12885737428327973
1,tbats_fun,0.15363990640047753
1,arima_fun,0.16264316234062903
1,ets_fun,0.16357557434314174
2,arima11_fun,0.23052326758513983
2,tbats_fun,0.2383722243062236
2,arima_fun,0.28555432888050725
2,ets_fun,0.30580664625316384
3,tbats_fun,0.26507575785101917
3,arima11_fun,0.28538637935023087
3,arima_fun,0.34723424168128264
3,ets_fun,0.37926260331644657
4,tbats_fun,0.28234531533603285
4,arima11_fun,0.31132670646999905
4,ets_fun,0.3627486225160131
4,arima_fun,0.36675119730455286
5,tbats_fun,0.24356628657060814
5,ets_fun,0.310506424076929
5,arima11_fun,0.33192649238140604
5,arima_fun,0.3346972496946484
6,ets_fun,0.2171769311484163
6,tbats_fun,0.2510751631324821
6,arima_fun,0.3108065915677243
6,arima11_fun,0.3233162925759127
