date,h,model_fun,point_forecast
2021-01-01,4,arima_fun,101.97952532921553
2021-01-01,4,arima101_010_fun,101.11748294150293
2021-01-01,4,ets_fun,101.2001101072961
2021-01-01,4,tbats_fun,99.14504000560935
2020-04-01,1,arima_fun,101.43447837161315
2020-04-01,1,arima101_010_fun,100.95629679879289
2020-04-01,1,ets_fun,101.2001101072961
2020-04-01,1,tbats_fun,100.46717664001616
2020-07-01,2,arima_fun,101.64029431862542
2020-07-01,2,arima101_010_fun,101.53014093256473
2020-07-01,2,ets_fun,101.2001101072961
2020-07-01,2,tbats_fun,99.92531736696128
2020-10-01,3,arima_fun,101.82095150996095
2020-10-01,3,arima101_010_fun,102.18160966845296
2020-10-01,3,ets_fun,101.2001101072961
2020-10-01,3,tbats_fun,99.49182994538164
