date,h,model_fun,point_forecast
2021-08-01,6,arima_fun,100.52089009660035
2021-08-01,6,arima101_101_fun,100.1257118795431
2021-08-01,6,ets_fun,99.91434008389206
2021-08-01,6,tbats_fun,99.96042858473652
2021-03-01,1,arima_fun,100.88214540805117
2021-03-01,1,arima101_101_fun,100.78865651582576
2021-03-01,1,ets_fun,100.67665211902715
2021-03-01,1,tbats_fun,100.67512345163837
2021-04-01,2,arima_fun,100.93511291194895
2021-04-01,2,arima101_101_fun,100.70204579460537
2021-04-01,2,ets_fun,100.59004172606774
2021-04-01,2,tbats_fun,100.66457547668331
2021-05-01,3,arima_fun,100.75304726854381
2021-05-01,3,arima101_101_fun,100.54388779142104
2021-05-01,3,ets_fun,100.50828180719107
2021-05-01,3,tbats_fun,100.33935971557433
2021-06-01,4,arima_fun,100.63985206055386
2021-06-01,4,arima101_101_fun,100.46085970501318
2021-06-01,4,ets_fun,100.42082580251406
2021-06-01,4,tbats_fun,100.49050746832525
2021-07-01,5,arima_fun,100.72457974939356
2021-07-01,5,arima101_101_fun,100.47100567228259
2021-07-01,5,ets_fun,100.45608848192957
2021-07-01,5,tbats_fun,100.365423453677
