h,model_fun,mae
1,arima101_101_fun,0.1750609228354433
1,tbats_fun,0.19848228784460067
1,arima_fun,0.19872872807862918
1,ets_fun,0.19905220588157876
2,arima101_101_fun,0.23308138148935723
2,tbats_fun,0.23734975977645845
2,arima_fun,0.24553363924064117
2,ets_fun,0.29000727387156705
3,tbats_fun,0.24639154575303387
3,arima101_101_fun,0.2507195139279165
3,arima_fun,0.28274121479587305
3,ets_fun,0.30020676089194764
4,tbats_fun,0.19149795994694824
4,arima101_101_fun,0.24630019629956942
4,arima_fun,0.2850040041726555
4,ets_fun,0.3493737482521018
5,tbats_fun,0.22885516846511123
5,arima101_101_fun,0.26225357856143555
5,arima_fun,0.29194462437884594
5,ets_fun,0.3663507926149669
6,tbats_fun,0.2524513085841321
6,arima101_101_fun,0.2677094115157419
6,arima_fun,0.2930098390020316
6,ets_fun,0.33523402491319443
