date,h,model_fun,point_forecast
2020-05-01,6,arima_fun,100.2460509047946
2020-05-01,6,arima101_101_fun,100.4733359483152
2020-05-01,6,ets_fun,100.10592538443643
2020-05-01,6,tbats_fun,100.367311258117
2019-12-01,1,arima_fun,100.42089372449674
2019-12-01,1,arima101_101_fun,100.56906137443984
2019-12-01,1,ets_fun,100.54629248673432
2019-12-01,1,tbats_fun,100.67287862963398
2020-01-01,2,arima_fun,100.38725331201648
2020-01-01,2,arima101_101_fun,100.86415151534409
2020-01-01,2,ets_fun,100.89142548897964
2020-01-01,2,tbats_fun,100.94101571522113
2020-02-01,3,arima_fun,100.20156309930941
2020-02-01,3,arima101_101_fun,100.5570902097179
2020-02-01,3,ets_fun,100.44110966916045
2020-02-01,3,tbats_fun,100.5600994840326
2020-03-01,4,arima_fun,100.19841976494517
2020-03-01,4,arima101_101_fun,100.48426128948908
2020-03-01,4,ets_fun,100.2732541767658
2020-03-01,4,tbats_fun,100.39099537953324
2020-04-01,5,arima_fun,100.22862620551754
2020-04-01,5,arima101_101_fun,100.43011602571931
2020-04-01,5,ets_fun,100.07977732750541
2020-04-01,5,tbats_fun,100.45432385043755
