h,model_fun,mae
1,arima101_101_fun,0.12440188738071215
1,tbats_fun,0.14214565555201447
1,ets_fun,0.1726519012748547
1,arima_fun,0.19860868467965814
2,tbats_fun,0.12984221999645698
2,arima101_101_fun,0.15474596824149459
2,ets_fun,0.24247596809322972
2,arima_fun,0.27141823074840443
3,tbats_fun,0.1663543602171643
3,ets_fun,0.19868600542899273
3,arima101_101_fun,0.20012261419758204
3,arima_fun,0.28026661544130177
4,tbats_fun,0.17770595536973488
4,arima101_101_fun,0.20726255310227515
4,ets_fun,0.2410764954663648
4,arima_fun,0.32509686174678265
5,tbats_fun,0.1982817748177638
5,arima101_101_fun,0.21269998436905196
5,ets_fun,0.28985560523843434
5,arima_fun,0.31244677914860974
6,tbats_fun,0.17585200233051596
6,arima101_101_fun,0.21094549615202496
6,ets_fun,0.26650708865296907
6,arima_fun,0.28619381976276015
