h,model_fun,mae
1,arima_fun,0.8955363985106297
1,arima101_010_fun,1.0431989128947956
1,ets_fun,1.1984094337812978
1,tbats_fun,1.3195314896220802
2,arima_fun,1.246276638878423
2,ets_fun,1.2558876616529036
2,arima101_010_fun,1.569447641961136
2,tbats_fun,1.8208856274777503
3,arima_fun,1.1872991724838577
3,ets_fun,1.1948924501841969
3,arima101_010_fun,1.4890243241461665
3,tbats_fun,1.8364300845924753
4,arima_fun,1.163826473916222
4,ets_fun,1.1852881366728152
4,arima101_010_fun,1.5021168106201106
4,tbats_fun,1.9911704861000201
5,arima_fun,1.1206278126496017
5,ets_fun,1.2190513330364778
5,arima101_010_fun,1.498874993315825
5,tbats_fun,2.204405930469475
6,arima_fun,1.1529515470990397
6,ets_fun,1.1627966185336325
6,arima101_010_fun,1.5007893445173108
6,tbats_fun,2.2203849653964385
