date,h,model_fun,point_forecast
2021-04-01,4,arima_fun,96.25933097343662
2021-04-01,4,arima101_010_fun,90.602662173614
2021-04-01,4,ets_fun,92.40088001292604
2021-04-01,4,tbats_fun,93.51727254861561
2020-07-01,1,arima_fun,93.57045676797858
2020-07-01,1,arima101_010_fun,93.14213647339842
2020-07-01,1,ets_fun,92.40088001292604
2020-07-01,1,tbats_fun,91.7836377938335
2020-10-01,2,arima_fun,94.59152524541611
2020-10-01,2,arima101_010_fun,97.21309677207196
2020-10-01,2,ets_fun,92.40088001292604
2020-10-01,2,tbats_fun,92.49414382561292
2021-01-01,3,arima_fun,95.48227222910619
2021-01-01,3,arima101_010_fun,98.17627984252508
2021-01-01,3,ets_fun,92.40088001292604
2021-01-01,3,tbats_fun,93.06254866535966
