h,model_fun,mae
1,ets_fun,0.02049558169728838
1,tbats_fun,0.02066823363176746
1,arima_fun,0.022199378397189055
1,arima101_101_fun,0.02313798021792845
2,arima_fun,0.02272843990573284
2,ets_fun,0.023010256613684322
2,arima101_101_fun,0.023778639069246994
2,tbats_fun,0.024369060956654785
3,arima101_101_fun,0.021670586654414046
3,arima_fun,0.02196718237019213
3,tbats_fun,0.023327022186490774
3,ets_fun,0.024081808660829082
4,arima101_101_fun,0.018833366270428798
4,arima_fun,0.02011828110033631
4,tbats_fun,0.021071737116502866
4,ets_fun,0.023836238784049703
