h,model_fun,mae
1,arima101_010_fun,2.189907076177034
1,arima_fun,2.37267418490152
1,ets_fun,2.4717413532716312
1,tbats_fun,2.472492449546407
2,arima101_010_fun,2.0343940879127254
2,arima_fun,2.3633392031891156
2,ets_fun,2.4093379889641207
2,tbats_fun,2.769578344817075
3,arima101_010_fun,2.0602707659523287
3,tbats_fun,2.24769070467659
3,ets_fun,2.4282170525590385
3,arima_fun,2.4966427332840664
4,arima101_010_fun,2.2023051240723217
4,ets_fun,2.525858777501431
4,arima_fun,2.5488367781466925
4,tbats_fun,2.7043798045485903
5,arima101_010_fun,2.0383445445452244
5,ets_fun,2.5224120044836025
5,arima_fun,2.5385353860479185
5,tbats_fun,2.643292601637517
6,arima101_010_fun,1.9231718137869984
6,ets_fun,2.391204091090041
6,arima_fun,2.5105475980467844
6,tbats_fun,2.5836485325921195
