h,model_fun,mae
1,arima101_101_fun,0.15754076266659342
1,ets_fun,0.16697464689262115
1,tbats_fun,0.17695201847176245
1,arima_fun,0.2044673980069818
2,ets_fun,0.22996280543057165
2,arima101_101_fun,0.23604550555102255
2,tbats_fun,0.24031136617001503
2,arima_fun,0.2814103644022513
3,tbats_fun,0.24581154251982051
3,arima101_101_fun,0.2577450512576201
3,ets_fun,0.2618455065024056
3,arima_fun,0.27135183040840294
4,tbats_fun,0.227107986168544
4,arima101_101_fun,0.26183883423031323
4,arima_fun,0.2811631599839873
4,ets_fun,0.32278801120634365
5,tbats_fun,0.25750703192951363
5,arima101_101_fun,0.2655827497352144
5,ets_fun,0.29667633425720974
5,arima_fun,0.3028355853969622
6,ets_fun,0.26102694339091476
6,arima101_101_fun,0.26620829707364635
6,tbats_fun,0.2707054582446114
6,arima_fun,0.28511855439510403
