h,model_fun,mae
1,arima101_010_fun,33.42573354421978
1,arima_fun,41.16090286225511
1,ets_fun,42.438530991518306
1,tbats_fun,43.070092982192676
2,arima101_010_fun,38.674571583426975
2,ets_fun,44.03085858534137
2,tbats_fun,50.844532906190935
2,arima_fun,52.750729902212896
3,ets_fun,36.42334467976396
3,arima101_010_fun,38.64190159822793
3,tbats_fun,49.02655559191937
3,arima_fun,53.2000054213646
4,ets_fun,36.38534165041302
4,arima101_010_fun,38.63727865278491
4,tbats_fun,45.972233062372716
4,arima_fun,52.89110023326747
5,ets_fun,37.19479223818883
5,arima101_010_fun,38.63642428771321
5,tbats_fun,47.196870178614006
5,arima_fun,52.54450734287383
6,arima101_010_fun,38.636365345612724
6,ets_fun,39.13439038731222
6,tbats_fun,48.211750604416814
6,arima_fun,52.48791652235229
