h,model_fun,mae
1,arima101_101_fun,0.13754802038009079
1,tbats_fun,0.14318768208613303
1,arima_fun,0.17068380945591205
1,ets_fun,0.20049217529770796
2,arima101_101_fun,0.19334207844281634
2,tbats_fun,0.2188688445990026
2,arima_fun,0.2643432888506696
2,ets_fun,0.31908597032872954
3,tbats_fun,0.21574990341331102
3,arima101_101_fun,0.2286664180504311
3,arima_fun,0.3102203220006672
3,ets_fun,0.4031357036850096
4,tbats_fun,0.21262102449420914
4,arima101_101_fun,0.21665420363603893
4,arima_fun,0.29123085780877983
4,ets_fun,0.4042941765097162
5,tbats_fun,0.18524567651256912
5,arima101_101_fun,0.2397571967112605
5,arima_fun,0.24413653549495962
5,ets_fun,0.38533471925886903
6,tbats_fun,0.19524838364300162
6,arima_fun,0.22695873109054154
6,arima101_101_fun,0.23155886627688538
6,ets_fun,0.34605660198535937
