date,h,model_fun,point_forecast
2019-10-01,6,arima_fun,100.39767861790321
2019-10-01,6,arima101_101_fun,100.49803166731104
2019-10-01,6,ets_fun,100.36563974733032
2019-10-01,6,tbats_fun,100.37738771210715
2019-05-01,1,arima_fun,100.3121267416584
2019-05-01,1,arima101_101_fun,100.37889331055115
2019-05-01,1,ets_fun,100.3427513731077
2019-05-01,1,tbats_fun,100.22319570460138
2019-06-01,2,arima_fun,100.45066610059692
2019-06-01,2,arima101_101_fun,100.42975089129241
2019-06-01,2,ets_fun,100.3385373190634
2019-06-01,2,tbats_fun,100.36739050013914
2019-07-01,3,arima_fun,100.29619521957268
2019-07-01,3,arima101_101_fun,100.52707534273667
2019-07-01,3,ets_fun,100.47285568684461
2019-07-01,3,tbats_fun,100.34946752890613
2019-08-01,4,arima_fun,100.09773947726502
2019-08-01,4,arima101_101_fun,100.12090546963006
2019-08-01,4,ets_fun,99.90924618418886
2019-08-01,4,tbats_fun,99.92501477867901
2019-09-01,5,arima_fun,100.25308013752176
2019-09-01,5,arima101_101_fun,100.3363028098021
2019-09-01,5,ets_fun,100.19765557225432
2019-09-01,5,tbats_fun,100.09445842505637
