h,model_fun,mae
1,arima_fun,0.02647059541103497
1,ets_fun,0.027789894488899625
1,arima101_101_fun,0.030036142144977004
1,tbats_fun,0.03631272051406905
2,arima101_101_fun,0.03364753676592706
2,arima_fun,0.03388857275376851
2,ets_fun,0.03870771389417427
2,tbats_fun,0.04694716829199856
3,arima101_101_fun,0.02829794389325435
3,tbats_fun,0.03192363957712345
3,ets_fun,0.0328414599818819
3,arima_fun,0.03438355284095936
4,arima101_101_fun,0.026363955806189398
4,ets_fun,0.030838790298155658
4,tbats_fun,0.0309326092207697
4,arima_fun,0.032119682462952284
