h,model_fun,mae
1,ets_fun,2.937594703889772
1,tbats_fun,3.0318197019952424
1,arima101_010_fun,3.046198764823118
1,arima_fun,3.2130280676568814
2,arima101_010_fun,2.7105546525439754
2,ets_fun,2.986809815544362
2,arima_fun,3.086552745291981
2,tbats_fun,3.2899462455455915
3,arima101_010_fun,2.631056992873056
3,arima_fun,3.0394660950938297
3,ets_fun,3.0529505634577676
3,tbats_fun,3.2109019084451984
4,arima101_010_fun,2.8039221257173184
4,ets_fun,2.9190236094006736
4,arima_fun,3.099725064587424
4,tbats_fun,3.612103426873366
5,arima101_010_fun,2.8374933541360123
5,ets_fun,2.948883325547675
5,arima_fun,3.173047466558638
5,tbats_fun,3.2823187221601957
6,arima101_010_fun,2.8137669970204113
6,ets_fun,2.9234604426945006
6,tbats_fun,3.1976628185429745
6,arima_fun,3.272184049637582
