h,model_fun,mae
1,arima101_101_fun,0.12299806798956288
1,tbats_fun,0.15596186158954295
1,arima_fun,0.1930864991735581
1,ets_fun,0.22857030974598713
2,arima101_101_fun,0.16371893212709066
2,tbats_fun,0.171485638802726
2,arima_fun,0.24494749156974274
2,ets_fun,0.3374966726040178
3,tbats_fun,0.1795080430147927
3,arima101_101_fun,0.20080315661624432
3,arima_fun,0.30313412496665354
3,ets_fun,0.3682930884915587
4,tbats_fun,0.20085365392525034
4,arima101_101_fun,0.20477048515688223
4,arima_fun,0.31105691849849393
4,ets_fun,0.37597990212232746
5,tbats_fun,0.20611681830972672
5,arima101_101_fun,0.21946181279242252
5,arima_fun,0.31196942945416745
5,ets_fun,0.34342926160168546
6,tbats_fun,0.20094450205766634
6,arima101_101_fun,0.21092510835817946
6,arima_fun,0.30181760530958
6,ets_fun,0.338679551795119
