date,h,model_fun,point_forecast
2020-04-01,4,arima_fun,0.005338745605175386
2020-04-01,4,arima101_101_fun,0.011517875651194406
2020-04-01,4,ets_fun,0.008536462493910256
2020-04-01,4,tbats_fun,0.0063777154329927276
2019-07-01,1,arima_fun,0.007594696765069543
2019-07-01,1,arima101_101_fun,0.00959486982187911
2019-07-01,1,ets_fun,0.008536462493910256
2019-07-01,1,tbats_fun,0.007734994330174434
2019-10-01,2,arima_fun,0.006752843754277524
2019-10-01,2,arima101_101_fun,0.009686969146560845
2019-10-01,2,ets_fun,0.008536462493910256
2019-10-01,2,tbats_fun,0.007183802399186746
2020-01-01,3,arima_fun,0.006004308029705437
2020-01-01,3,arima101_101_fun,0.015998594279299547
2020-01-01,3,ets_fun,0.008536462493910256
2020-01-01,3,tbats_fun,0.006738106629224698
