h,model_fun,mae
1,arima101_101_fun,0.12583856297801155
1,tbats_fun,0.1471810997070801
1,arima_fun,0.16626297195854456
1,ets_fun,0.21184584847348414
2,tbats_fun,0.18401641346046363
2,arima101_101_fun,0.19151982579620766
2,arima_fun,0.2571287235518148
2,ets_fun,0.3207411516107494
3,tbats_fun,0.18141702997931
3,arima101_101_fun,0.20747366454649332
3,arima_fun,0.30248870291211616
3,ets_fun,0.4049761452438811
4,tbats_fun,0.17189121517518735
4,arima101_101_fun,0.21564537622983299
4,arima_fun,0.3108889177314672
4,ets_fun,0.40383460698939505
5,tbats_fun,0.14366368788522976
5,arima101_101_fun,0.2231798218065606
5,arima_fun,0.2513302245176384
5,ets_fun,0.3479469657903596
6,tbats_fun,0.18372334662114534
6,arima_fun,0.21541718082538985
6,arima101_101_fun,0.21764103361425036
6,ets_fun,0.32769363454216854
