date,h,model_fun,point_forecast
2019-11-01,6,arima_fun,100.64536383486504
2019-11-01,6,arima101_010_fun,99.80000000000001
2019-11-01,6,ets_fun,101.3941791777007
2019-11-01,6,tbats_fun,102.6153647038558
2019-06-01,1,arima_fun,101.69700363212932
2019-06-01,1,arima101_010_fun,101.34323357392684
2019-06-01,1,ets_fun,101.87102893454133
2019-06-01,1,tbats_fun,101.88016034355074
2019-07-01,2,arima_fun,99.55539310919998
2019-07-01,2,arima101_010_fun,99.70231379586147
2019-07-01,2,ets_fun,100.26359129758686
2019-07-01,2,tbats_fun,100.38307021837576
2019-08-01,3,arima_fun,102.45953662762662
2019-08-01,3,arima101_010_fun,102.70000346911277
2019-08-01,3,ets_fun,101.32027099836351
2019-08-01,3,tbats_fun,100.71813088682173
2019-09-01,4,arima_fun,102.83834962692524
2019-09-01,4,arima101_010_fun,102.5000000052013
2019-09-01,4,ets_fun,103.18594268702842
2019-09-01,4,tbats_fun,104.06080492915609
2019-10-01,5,arima_fun,105.55723240134779
2019-10-01,5,arima101_010_fun,105.80000000000781
2019-10-01,5,ets_fun,105.68594288237674
2019-10-01,5,tbats_fun,104.59474190837258
