h,model_fun,mae
1,arima101_101_fun,0.17906270033383317
1,tbats_fun,0.18840438115853123
1,arima_fun,0.19019175944265374
1,ets_fun,0.20951886608338863
2,arima_fun,0.2395059142802988
2,arima101_101_fun,0.24089092737499748
2,tbats_fun,0.254028154282438
2,ets_fun,0.25768979033853157
3,ets_fun,0.20913315132407864
3,arima_fun,0.2200742297199078
3,tbats_fun,0.23820036048472434
3,arima101_101_fun,0.23831428650616282
4,ets_fun,0.19747296770332143
4,arima101_101_fun,0.22403716913692978
4,tbats_fun,0.22658736062312193
4,arima_fun,0.26457499475111673
5,arima101_101_fun,0.23820745502629787
5,tbats_fun,0.27362833646917417
5,ets_fun,0.2787691676860733
5,arima_fun,0.2889768606677759
6,tbats_fun,0.24539535704285861
6,arima101_101_fun,0.2473807559875731
6,ets_fun,0.29885518757464896
6,arima_fun,0.309735756590003
