h,model_fun,mae
1,ets_fun,2.7252955187890744
1,tbats_fun,3.084833952045709
1,arima101_010_fun,3.40351461196673
1,arima_fun,3.6190600808077193
2,ets_fun,2.672933360930139
2,arima101_010_fun,3.091662163304565
2,arima_fun,3.2363865674578554
2,tbats_fun,3.2932388627246656
3,ets_fun,2.7220575635531947
3,arima101_010_fun,2.9931476762707043
3,arima_fun,3.1767311172951187
3,tbats_fun,3.2131598580059326
4,ets_fun,2.695443031663539
4,arima101_010_fun,3.082015816815397
4,tbats_fun,3.1273684116235074
4,arima_fun,3.285774153577004
5,ets_fun,2.635285517790069
5,arima101_010_fun,3.1396598061920495
5,tbats_fun,3.1975850235145153
5,arima_fun,3.28353074468379
6,ets_fun,2.6833741123351955
6,arima101_010_fun,3.1006118565054757
6,tbats_fun,3.3357307334957462
6,arima_fun,3.376472275401979
