date,h,model_fun,point_forecast
2022-01-01,4,arima_fun,-0.001663668113129531
2022-01-01,4,arima101_101_fun,0.0025741459718118358
2022-01-01,4,ets_fun,-0.010524484054007794
2022-01-01,4,tbats_fun,-0.0015452783881073672
2021-04-01,1,arima_fun,-0.004697451073354955
2021-04-01,1,arima101_101_fun,-0.014831637627849018
2021-04-01,1,ets_fun,-0.010524484054007794
2021-04-01,1,tbats_fun,-0.0061766623737880815
2021-07-01,2,arima_fun,-0.0033235106477759522
2021-07-01,2,arima101_101_fun,-0.00564513265326079
2021-07-01,2,ets_fun,-0.010524484054007794
2021-07-01,2,tbats_fun,-0.004278554205484167
2021-10-01,3,arima_fun,-0.002351429073638268
2021-10-01,3,arima101_101_fun,0.0012632746571525737
2021-10-01,3,ets_fun,-0.010524484054007794
2021-10-01,3,tbats_fun,-0.0027600676496798192
