"1";"декабрь 2018";100.56;100.71;100.79;100.85
"2";"январь 2019";100.56;100.92;101.09;101.11
"3";"февраль 2019";100.56;100.63;100.7;100.77
"4";"март 2019";100.56;100.54;100.61;100.6
"5";"апрель 2019";100.56;100.48;100.49;100.62
"6";"май 2019";100.56;100.51;100.5;100.53
