date,h,model_fun,point_forecast
2019-04-01,3,arima_fun,0.009346543745496387
2019-04-01,3,arima11_fun,0.018963907108987224
2019-04-01,3,ets_fun,0.015403193865487587
2019-04-01,3,tbats_fun,0.011297018751563066
2018-10-01,1,arima_fun,0.009346543745496387
2018-10-01,1,arima11_fun,0.014484729349512487
2018-10-01,1,ets_fun,0.015403193865487587
2018-10-01,1,tbats_fun,0.013759803318063518
2019-01-01,2,arima_fun,0.009346543745496387
2019-01-01,2,arima11_fun,0.018561634797322472
2019-01-01,2,ets_fun,0.015403193865487587
2019-01-01,2,tbats_fun,0.01242821708509894
