date,h,model_fun,point_forecast
2019-10-01,4,arima_fun,7790.119559577245
2019-10-01,4,arima101_010_fun,7518.449289972891
2019-10-01,4,ets_fun,7709.556564049912
2019-10-01,4,tbats_fun,7353.160034866416
2019-01-01,1,arima_fun,2830.5538441814524
2019-01-01,1,arima101_010_fun,2870.4117312374137
2019-01-01,1,ets_fun,2626.2307991139305
2019-01-01,1,tbats_fun,2525.231732230689
2019-04-01,2,arima_fun,4261.07547898739
2019-04-01,2,arima101_010_fun,4184.788663260469
2019-04-01,2,ets_fun,4085.242526414057
2019-04-01,2,tbats_fun,3971.583392197358
2019-07-01,3,arima_fun,5013.087755421608
2019-07-01,3,arima101_010_fun,4847.270425708535
2019-07-01,3,ets_fun,4808.54176167727
2019-07-01,3,tbats_fun,4580.290690605425
