date,h,model_fun,point_forecast
2019-08-01,6,arima_fun,100.10910156427893
2019-08-01,6,arima101_101_fun,100.13474599888052
2019-08-01,6,ets_fun,99.78020755204956
2019-08-01,6,tbats_fun,99.93027234837805
2019-03-01,1,arima_fun,100.26103626752595
2019-03-01,1,arima101_101_fun,100.34779325674323
2019-03-01,1,ets_fun,100.26214694441771
2019-03-01,1,tbats_fun,100.22163645089891
2019-04-01,2,arima_fun,100.30957533356212
2019-04-01,2,arima101_101_fun,100.35455162127705
2019-04-01,2,ets_fun,100.14585012200178
2019-04-01,2,tbats_fun,100.25330545087891
2019-05-01,3,arima_fun,100.35235836094354
2019-05-01,3,arima101_101_fun,100.42945747267892
2019-05-01,3,ets_fun,100.23657805988101
2019-05-01,3,tbats_fun,100.21602673695953
2019-06-01,4,arima_fun,100.48492323952428
2019-06-01,4,arima101_101_fun,100.46283408209298
2019-06-01,4,ets_fun,100.28928510154394
2019-06-01,4,tbats_fun,100.37458615173014
2019-07-01,5,arima_fun,100.31809735696888
2019-07-01,5,arima101_101_fun,100.5395119980047
2019-07-01,5,ets_fun,100.35482792921202
2019-07-01,5,tbats_fun,100.34407264376429
