h,model_fun,mae
1,arima101_010_fun,1.091531176105087
1,arima_fun,1.2311642493685742
1,tbats_fun,1.4759470024242216
1,ets_fun,1.6196054802899031
2,arima101_010_fun,1.5192316663204768
2,arima_fun,1.6096551380001216
2,ets_fun,1.6407337127312769
2,tbats_fun,1.839428415693142
3,ets_fun,1.5586251086201155
3,arima101_010_fun,1.7402735381649872
3,arima_fun,1.8515201892156032
3,tbats_fun,2.166953770678154
4,ets_fun,1.5265086639530583
4,arima101_010_fun,1.784465620690759
4,arima_fun,1.8116784405455242
4,tbats_fun,2.1712239262210553
5,ets_fun,1.5089276974435926
5,arima101_010_fun,1.5604682400885774
5,arima_fun,1.7164100117316217
5,tbats_fun,1.7383310498710394
6,arima101_010_fun,1.4234257740755243
6,ets_fun,1.4601687263726457
6,tbats_fun,1.760239733590956
6,arima_fun,1.7662766130034082
