date,h,model_fun,point_forecast
2019-02-01,6,arima_fun,100.56843373493979
2019-02-01,6,arima11_fun,100.632039919231
2019-02-01,6,ets_fun,100.75025789974787
2019-02-01,6,tbats_fun,100.58007955572114
2018-09-01,1,arima_fun,100.56843373493979
2018-09-01,1,arima11_fun,100.32271840903555
2018-09-01,1,ets_fun,100.26924350682624
2018-09-01,1,tbats_fun,100.16787655348466
2018-10-01,2,arima_fun,100.56843373493979
2018-10-01,2,arima11_fun,100.49127761850991
2018-10-01,2,ets_fun,100.47932888683577
2018-10-01,2,tbats_fun,100.48257987976507
2018-11-01,3,arima_fun,100.56843373493979
2018-11-01,3,arima11_fun,100.53808969478041
2018-11-01,3,ets_fun,100.550309427697
2018-11-01,3,tbats_fun,100.40413575494863
2018-12-01,4,arima_fun,100.56843373493979
2018-12-01,4,arima11_fun,100.71739420664797
2018-12-01,4,ets_fun,100.8584459865653
2018-12-01,4,tbats_fun,100.70031959318283
2019-01-01,5,arima_fun,100.56843373493979
2019-01-01,5,arima11_fun,100.9247269130485
2019-01-01,5,ets_fun,101.20910706218011
2019-01-01,5,tbats_fun,100.91680600931062
