date,h,model_fun,point_forecast
2019-04-01,6,arima_fun,100.56105882352944
2019-04-01,6,arima11_fun,100.47385216006603
2019-04-01,6,ets_fun,100.43365451699836
2019-04-01,6,tbats_fun,100.3246588379505
2018-11-01,1,arima_fun,100.56105882352944
2018-11-01,1,arima11_fun,100.45124341744315
2018-11-01,1,ets_fun,100.43697709172207
2018-11-01,1,tbats_fun,100.2508205393794
2018-12-01,2,arima_fun,100.56105882352944
2018-12-01,2,arima11_fun,100.65458388677447
2018-12-01,2,ets_fun,100.75751435836527
2018-12-01,2,tbats_fun,100.56480581573292
2019-01-01,3,arima_fun,100.56105882352944
2019-01-01,3,arima11_fun,100.87002435826734
2019-01-01,3,ets_fun,101.12268675646798
2019-01-01,3,tbats_fun,100.81863659327661
2019-02-01,4,arima_fun,100.56105882352944
2019-02-01,4,arima11_fun,100.59732522002437
2019-02-01,4,ets_fun,100.71286084833464
2019-02-01,4,tbats_fun,100.50335009491465
2019-03-01,5,arima_fun,100.56105882352944
2019-03-01,5,arima11_fun,100.5180655751248
2019-03-01,5,ets_fun,100.55294415334048
2019-03-01,5,tbats_fun,100.30376600906119
