h,model_fun,mae
1,arima101_101_fun,0.18216921664850175
1,tbats_fun,0.198286955510618
1,arima_fun,0.20137856142972857
1,ets_fun,0.20501208595106907
2,arima_fun,0.22602172696131947
2,ets_fun,0.22783708124036464
2,arima101_101_fun,0.24054465629833444
2,tbats_fun,0.2556117529502469
3,arima_fun,0.23680541128983634
3,arima101_101_fun,0.24714244539572344
3,tbats_fun,0.251667281682688
3,ets_fun,0.2775382926366496
4,tbats_fun,0.21110270501851178
4,arima101_101_fun,0.23814501196389848
4,ets_fun,0.25167995647943975
4,arima_fun,0.2630904275803726
5,arima101_101_fun,0.2597397765423435
5,tbats_fun,0.26273550603110296
5,arima_fun,0.2883183015151795
5,ets_fun,0.2908735783810441
6,arima101_101_fun,0.26750515686281373
6,arima_fun,0.27760482495937533
6,tbats_fun,0.28317580450978697
6,ets_fun,0.32595206530393367
