h,model_fun,mae
1,arima_fun,1.660420336689717
1,arima101_010_fun,1.9819397520555893
1,ets_fun,2.4624514441087237
1,tbats_fun,2.5379571654539492
2,arima101_010_fun,2.044627259648017
2,arima_fun,2.3071184546180348
2,ets_fun,2.373046852481527
2,tbats_fun,2.72198377394152
3,arima101_010_fun,2.059080214811387
3,arima_fun,2.327786746709475
3,ets_fun,2.376423488173102
3,tbats_fun,2.490107041002591
4,arima101_010_fun,2.1499227630309514
4,ets_fun,2.4312155907198374
4,arima_fun,2.4510114378399632
4,tbats_fun,2.754316983936621
5,arima101_010_fun,1.9885593107287147
5,ets_fun,2.307163410852141
5,arima_fun,2.40674017240003
5,tbats_fun,2.683332112753033
6,arima101_010_fun,1.8909228748958802
6,ets_fun,2.301749452799815
6,arima_fun,2.4525704127344303
6,tbats_fun,2.522411094585902
