date,h,model_fun,point_forecast
2021-04-01,6,arima_fun,100.64638897374626
2021-04-01,6,arima101_101_fun,100.51316694867717
2021-04-01,6,ets_fun,100.40850136517382
2021-04-01,6,tbats_fun,100.46183070257031
2020-11-01,1,arima_fun,100.58744852642232
2020-11-01,1,arima101_101_fun,100.58887628249265
2020-11-01,1,ets_fun,100.57063494820592
2020-11-01,1,tbats_fun,100.4640814249761
2020-12-01,2,arima_fun,100.70551729848307
2020-12-01,2,arima101_101_fun,100.72419744249557
2020-12-01,2,ets_fun,100.84078550625178
2020-12-01,2,tbats_fun,100.74737263761197
2021-01-01,3,arima_fun,100.76455168451345
2021-01-01,3,arima101_101_fun,100.86305144856945
2021-01-01,3,ets_fun,101.13383087024829
2021-01-01,3,tbats_fun,100.91065426547267
2021-02-01,4,arima_fun,100.5807181750008
2021-02-01,4,arima101_101_fun,100.56869566001764
2021-02-01,4,ets_fun,100.70453844489182
2021-02-01,4,tbats_fun,100.58359640087697
2021-03-01,5,arima_fun,100.59365640889352
2021-03-01,5,arima101_101_fun,100.51616343094466
2021-03-01,5,ets_fun,100.47573806700679
2021-03-01,5,tbats_fun,100.3972392323764
