h,model_fun,mae
1,arima101_101_fun,0.1672386907666941
1,tbats_fun,0.19391404541723165
1,arima_fun,0.1986814692960647
1,ets_fun,0.2183769630676945
2,tbats_fun,0.2321454587317672
2,arima101_101_fun,0.24641183437527756
2,arima_fun,0.2662308707397342
2,ets_fun,0.2985814661757441
3,tbats_fun,0.2458430448210132
3,arima_fun,0.24770476900139793
3,arima101_101_fun,0.2552622476152306
3,ets_fun,0.2615512908571605
4,tbats_fun,0.22925440797469968
4,ets_fun,0.23339993213289098
4,arima101_101_fun,0.25357226580019054
4,arima_fun,0.2664325158664088
5,arima101_101_fun,0.26354043313799996
5,tbats_fun,0.27475075902043566
5,ets_fun,0.2855043190290477
5,arima_fun,0.2886443871570718
6,arima101_101_fun,0.2724585972716944
6,arima_fun,0.2749408518805632
6,tbats_fun,0.2765281123548604
6,ets_fun,0.30943341538828795
