date,h,model_fun,point_forecast
2021-07-01,4,arima_fun,98.56108936587884
2021-07-01,4,arima101_010_fun,95.48682734549546
2021-07-01,4,ets_fun,95.79965993525605
2021-07-01,4,tbats_fun,97.97354959741601
2020-10-01,1,arima_fun,96.65581301180426
2020-10-01,1,arima101_010_fun,100.32138914628958
2020-10-01,1,ets_fun,95.79965993525605
2020-10-01,1,tbats_fun,96.65589211656311
2021-01-01,2,arima_fun,97.39018463740607
2021-01-01,2,arima101_010_fun,100.12970983202597
2021-01-01,2,ets_fun,95.79965993525605
2021-01-01,2,tbats_fun,97.19165716322132
2021-04-01,3,arima_fun,98.02034762517378
2021-04-01,3,arima101_010_fun,91.82104783185954
2021-04-01,3,ets_fun,95.79965993525605
2021-04-01,3,tbats_fun,97.6242868715857
