date,h,model_fun,point_forecast
2020-06-01,6,arima_fun,100.15483182678483
2020-06-01,6,arima101_101_fun,100.42204790135168
2020-06-01,6,ets_fun,100.10494020183761
2020-06-01,6,tbats_fun,100.22731238100995
2020-01-01,1,arima_fun,100.31634565422337
2020-01-01,1,arima101_101_fun,100.65516250579579
2020-01-01,1,ets_fun,100.61174894116499
2020-01-01,1,tbats_fun,100.54074365591235
2020-02-01,2,arima_fun,100.13942766444113
2020-02-01,2,arima101_101_fun,100.41943348520162
2020-02-01,2,ets_fun,100.20508706026824
2020-02-01,2,tbats_fun,100.25583999543977
2020-03-01,3,arima_fun,100.14941942096472
2020-03-01,3,arima101_101_fun,100.39296183214896
2020-03-01,3,ets_fun,100.04865034306363
2020-03-01,3,tbats_fun,100.1940711522267
2020-04-01,4,arima_fun,100.18205132974757
2020-04-01,4,arima101_101_fun,100.36997600029297
2020-04-01,4,ets_fun,99.95644961467704
2020-04-01,4,tbats_fun,100.22500184385662
2020-05-01,5,arima_fun,100.19632406321261
2020-05-01,5,arima101_101_fun,100.43265696267602
2020-05-01,5,ets_fun,100.07687323511212
2020-05-01,5,tbats_fun,100.14053126089199
