h,model_fun,mae
1,arima101_101_fun,0.13010158958894563
1,ets_fun,0.16993044276090927
1,tbats_fun,0.1726346952011042
1,arima_fun,0.18159751840501032
2,tbats_fun,0.14164495496950097
2,arima101_101_fun,0.16558566258641108
2,ets_fun,0.22950916574554156
2,arima_fun,0.2537581984825536
3,tbats_fun,0.15461569082674204
3,arima101_101_fun,0.2069358487370323
3,arima_fun,0.2859874399834602
3,ets_fun,0.305785397624107
4,tbats_fun,0.17627030730178178
4,arima101_101_fun,0.21340839685367782
4,arima_fun,0.3000490129926362
4,ets_fun,0.3299907992252102
5,tbats_fun,0.18254378330328294
5,arima101_101_fun,0.23247326619270225
5,arima_fun,0.3019308885952462
5,ets_fun,0.33321837483422456
6,tbats_fun,0.14872759727025694
6,arima101_101_fun,0.2305292595092098
6,arima_fun,0.2994218832907343
6,ets_fun,0.3104673420983744
