h,model_fun,mae
1,arima101_010_fun,1.2293375355728624
1,arima_fun,1.3676558084877495
1,tbats_fun,1.745428812589174
1,ets_fun,1.8733633485670655
2,arima101_010_fun,1.5770527432913006
2,arima_fun,1.70304552096954
2,ets_fun,1.7649668331457338
2,tbats_fun,2.108327947205607
3,arima101_010_fun,1.751618037248221
3,ets_fun,1.9250550494511411
3,arima_fun,1.9751010380092886
3,tbats_fun,2.349139603877165
4,ets_fun,1.7501382123742661
4,arima101_010_fun,1.8129612736927108
4,arima_fun,2.039401251560536
4,tbats_fun,2.09895252498222
5,arima101_010_fun,1.648530030899335
5,ets_fun,1.688951778997571
5,arima_fun,1.8363981442331496
5,tbats_fun,1.910106521931688
6,arima101_010_fun,1.4866518872169046
6,ets_fun,1.6917001160995089
6,arima_fun,1.8454155364217175
6,tbats_fun,2.0104159562932793
