h,model_fun,mae
1,ets_fun,0.12204919234478026
1,arima101_101_fun,0.12853944183784877
1,arima_fun,0.1627329345025615
1,tbats_fun,0.1786309181850058
2,ets_fun,0.16120902922621738
2,tbats_fun,0.17798013380334793
2,arima101_101_fun,0.18912798695865546
2,arima_fun,0.2200182968731248
3,ets_fun,0.13017673142789904
3,tbats_fun,0.16798246505620612
3,arima101_101_fun,0.22792156330413463
3,arima_fun,0.23946256247911607
4,tbats_fun,0.15992336101892946
4,ets_fun,0.18714332624806645
4,arima101_101_fun,0.23821455283419796
4,arima_fun,0.2699250584461332
5,ets_fun,0.20550720441151568
5,tbats_fun,0.2124934739299796
5,arima101_101_fun,0.2508510333722249
5,arima_fun,0.2666300876423591
6,ets_fun,0.18580156838127665
6,tbats_fun,0.23737982540594374
6,arima101_101_fun,0.2521151273133057
6,arima_fun,0.2567236228493421
