h,model_fun,mae
1,ets_fun,0.007031412454290785
1,tbats_fun,0.007118506737526183
1,arima_fun,0.008817951222779036
1,arima101_101_fun,0.010693603898054894
2,ets_fun,0.010351377762735817
2,arima_fun,0.011406347349889207
2,tbats_fun,0.011741188736236502
2,arima101_101_fun,0.014069085213176428
3,arima_fun,0.010505593564735974
3,arima101_101_fun,0.01287634342629496
3,ets_fun,0.013728326625463305
3,tbats_fun,0.015865545863333576
4,arima101_101_fun,0.005856746341843565
4,arima_fun,0.007573291900867791
4,tbats_fun,0.010706808242640196
4,ets_fun,0.01113294343958077
