date,agriculture,construction,budget,cpi,ind_prod,dur_1_day,dur_2_7_days,dur_8_30_days,dur_31_90_days,dur_91_180_days,dur_181_plus_days,m2sa,in_res,nfa_cb,for_cur,sdr,mvf_pos,mon_gold,import,export,percent_to_period_last_year,percent_to_last_period,exch_rate
1996-08-01,,,,99.79,,,,,,,,268.467751441848,,,,,,,,,,,5345
1996-09-01,,,,100.33,,,,,,,,275.69389366549,,,,,,,,,,,5396
1996-10-01,,,,101.2,,,,,,,,282.345665800433,15075,11399,11392,5,1,3677,,,,,5455
1996-11-01,,,,101.88,,,,,,,,287.435646234835,,,,,,,,,,,5511
1996-12-01,,,,101.42,,,,,,,,289.656906940182,,,,,,,,,,,5560
1997-01-01,,,,102.34,,,,,,,,276.042470192597,15324,11276,11271,5,1,4047,6654,4704,,,5629
1997-02-01,,,,101.54,,,,,,,,294.51971460663,13993,9930,9924,4,1,4064,6433,4939,,,5676
1997-03-01,,,,101.43,,,,,,,,300.570193056523,15208,11127,11117,9,1,4081,7043,5522,,,5726
1997-04-01,,,,100.96,,,,,,,,307.705515065585,16495,12429,12427,1,1,4066,6743,6043,,,5762
1997-05-01,,,,100.94,,,,,,,,314.495243308249,18184,14068,14066,1,1,4117,6515,5391,,,5773
1997-06-01,,,,101.1,,,,,,,,325.777214941346,20016,15884,15798,85,1,4132,6730,5674,,,5782
1997-07-01,,,,100.93,,,,,,,,342.762037044359,24549,20396,20389,5,1,4153,7423,6319,,,5798
1997-08-01,,,,99.86,,,,,,,,358.49845965893,24456,20186,20180,5,1,4270,6874,5996,,,5830
1997-09-01,,,,99.7,,,,,,,,365.18890246868,23920,19604,19603,0,1,4316,6993,6077,,,5860
1997-10-01,,,,100.17,,,,,,,,370.646134992544,23105,18737,18733,3,1,4368,7763,6672,,,5887
1997-11-01,,,,100.61,,,,,,,,379.236530202582,22916,18448,18443,3,1,4468,8063,6340,,,5919
1997-12-01,,,,100.96,,,,,,,,365.55043742694,16810,12201,12199,1,1,4608,8711,8112,,,5960
1998-01-01,,,,101.51,,,,,,,,357.944036730551,17784,12895,12771,122,1,4889,5662,5603,,,6.026
1998-02-01,,,,100.89,,,,,,,,370.930812520845,15375,10480,10477,1,1,4895,5638,5841,,,6.072
1998-03-01,,,,100.64,,,,,,,,369.071590680607,15034,10212,10208,3,1,4822,6510,6320,,,6.106
1998-04-01,,,,100.38,,,,,,,,367.570895074601,16859,11910,11906,3,1,4948,6066,6010,,,6.133
1998-05-01,,,,100.5,,,,,,,,370.170591007117,15953,10957,10952,3,1,4996,5962,5612,,,6.164
1998-06-01,,,,100.08,,,,,,,,372.828139890014,14627,9625,9621,3,1,5002,6339,5633,,,6.198
1998-07-01,,,,100.17,,,,,,,,364.996582205892,16169,11161,10906,253,1,5008,6597,5449,,,6.238
1998-08-01,,,,103.67,,,,,,,,360.858264369936,18409,13805,13791,13,1,4604,6118,4865,,,7.905
1998-09-01,,,,138.43,,,,,,,,350.885525227159,12459,8198,8196,0,1,4262,6284,2995,,,16.0645
1998-10-01,,,,104.54,,,,,,,,380.902567350646,12709,8840,8839,0,1,3869,5825,2872,,,16.01
1998-11-01,,,,105.67,,,,,,,,396.538640078158,13572,9656,9590,64,1,3916,5707,2895,,,17.88
1998-12-01,,,,111.61,,,,,,,,415.374181054026,12480,8175,8172,1,1,4306,7034,3443,,,20.65
1999-01-01,96.5,0.7,3.4,108.38,,,,,,,,433.394898890677,12223,7801,7800,0,1,4422,4154,2525,,,22.6
1999-02-01,97.2,0.9,-3.8,104.13,,,,,,,,458.641364904632,11621,7078,7014,63,1,4543,4536,2773,,,22.86
1999-03-01,97.7,2.5,-17.1,102.79,,,,,,,,475.739521311005,11437,7284,7281,2,1,4153,5367,3259,,,24.18
1999-04-01,99.1,1,-21.5,103.03,,,,,,,,487.107462516313,10765,6679,6676,1,1,4086,6017,3092,,,24.23
1999-05-01,100.1,1.1,-30.9,102.22,,,,,,,,517.396044898056,11168,7074,7011,62,1,4094,4711,2723,,,24.44
1999-06-01,100.3,3.4,-38.2,101.91,,,,,,,,549.62935073743,11937,8034,8032,0,1,3903,4953,3776,,,24.22
1999-07-01,106.2,1.2,-37.9,102.82,,,,,,,,567.489297702369,12152,8189,8187,1,1,3964,5761,3044,,,24.19
1999-08-01,104.9,1.3,-36.2,101.16,,,,,,,,588.331192977789,11921,7827,7184,642,1,4094,5655,2926,,,24.75
1999-09-01,106,3.4,-36.5,101.48,,,,,,,,606.020763081976,11231,6824,6663,160,1,4407,5904,2949,,,25.08
1999-10-01,109.7,1.6,-29.7,101.37,,,,,,,,620.471582534099,11212,6634,6632,0,1,4579,6483,3179,,,26.05
1999-11-01,106.9,2.2,-9.9,101.23,,,,,,,,652.991821751183,11752,7081,7080,0,1,4671,7071,3260,,,26.42
1999-12-01,103,12.7,-44.4,101.26,,,,,,,,674.344181475671,11504,7599,7597,1,1,3906,9044,3757,,,27
2000-01-01,102.6,0.9,19.1,102.33,,,,,,,,681.339747788384,12456,8457,8455,1,1,3998,6483,2719,,,28.55
2000-02-01,104.2,1.1,32.6,101.04,,,,,,,,723.256017942345,12948,8912,8911,1,1,4035,7574,3208,,,28.66
2000-03-01,104.6,2.1,36.3,100.64,,,,,,,,751.957074462529,13657,9606,9605,0,1,4051,8713,3421,,,28.46
2000-04-01,101.6,1.2,65,100.89,,,,,,,,777.773130013053,15532,11456,11455,0,1,4076,7761,3154,,,28.4
2000-05-01,101.6,1.4,108.2,101.75,,,,,,,,803.465249372294,17091,13410,13408,0,1,3682,7959,3165,,,28.25
2000-06-01,101.6,3.1,126.9,102.55,,,,,,,,844.126936010202,19570,15878,15876,1,1,3692,8206,3343,,,28.07
2000-07-01,104.7,1.3,150.5,101.79,,,,,,,,884.872115445956,20996,17685,17682,2,1,3312,8069,3373,,,27.8
2000-08-01,118.6,1.4,174,100.98,,4.45,7.98,8.89,11.07,14.83,26,938.611455646609,23302,19955,19954,0,1,3347,8569,3535,,,27.75
2000-09-01,106.7,3.2,191.1,101.32,,3.18,6.86,8.29,15.5,22.5,31,976.939443905267,23731,20289,20287,1,1,3442,8431,3510,,,27.75
2000-10-01,103.9,1.6,214.4,102.11,,4.97,6.71,9.54,11.62,22,26,1018.98285243169,25007,21474,21472,1,1,3533,8403,3921,,,27.83
2000-11-01,102.6,2,248.7,101.52,,7.94,7.57,11.48,11.63,18.2,17,1035.54969866781,25880,22290,22288,1,1,3590,9499,4131,,,27.85
2000-12-01,99.3,11,137.6,101.64,,8.44,11.11,13.27,14.78,17.5,15.4,1070.30797569197,27667,24035,24033,1,1,3632,9553,4651,,,28.16
2001-01-01,101.7,1,53.2,102.76,,5.23,7.36,10.83,13.44,5.83,18.25,1094.98088787937,27972,24264,24263,1,1,3708,7930,3048,,,28.37
2001-02-01,101.1,0.9,49.5,102.28,,12.01,8.64,14.08,16.08,24.38,21.2,1112.45670643929,29638,25888,25887,1,1,3749,7821,3528,,,28.72
2001-03-01,101.6,2.1,69.9,101.86,,8.45,10.3,13.8,12.85,23.83,21.12,1136.7868402986,28345,24591,24586,3,1,3754,8493,4058,,,28.74
2001-04-01,102.7,1.2,119.8,101.79,,9.52,12.12,14.17,15.78,22.34,11.71,1174.54702835342,29709,25942,25938,3,1,3767,8036,4170,,,28.83
2001-05-01,103.4,1.3,177.7,101.78,,6.67,9.05,11.94,13.43,17.74,11.6,1224.56927869773,31650,27868,27864,3,1,3782,8104,4375,,,29.09
2001-06-01,102.8,3.2,179,101.62,,12.56,12.1,14.49,18.5,17.75,20.25,1235.12450927162,33550,29749,29742,5,1,3801,8703,4472,,,29.07
2001-07-01,115.4,1.4,167.8,100.45,,6.35,9.42,11.95,13.17,23.11,22.08,1271.31103264784,35053,31251,31234,16,1,3801,7652,4217,,,29.27
2001-08-01,118.2,1.6,230.6,100.01,,7.2,8.83,12.01,15.36,21.32,22.52,1321.85312805017,36502,32694,32677,17,1,3807,8557,4388,,,29.37
2001-09-01,103.7,3.6,225.8,100.6,,8.45,10.59,13,13.6,28,24.97,1373.09263958808,37493,33686,33682,3,1,3807,8045,4000,,,29.39
2001-10-01,101.1,2.1,262.7,101.09,,7.13,8.72,13.68,14.49,26.5,19.03,1430.98825282219,37957,34044,34040,3,1,3913,7544,4630,,,29.7
2001-11-01,106.5,2.6,312.2,101.36,,13.77,14.16,14.5,15.07,22.35,18,1476.61182051589,38002,34016,34012,3,1,3986,7900,4884,,,29.9
2001-12-01,104.8,10.7,264.3,101.6,,24.5,25.02,22.52,20.8,19.73,18.11,1469.68356530279,37288,33277,33273,3,1,4011,7770,5549,,,30.14
2002-01-01,103.2,1.3,105,103.09,,9.57,10.05,15.67,14.95,20.71,18,1529.59008988026,36622,32542,32538,3,1,4080,6383,3515,,,30.685
2002-02-01,104.8,1.2,111.2,101.16,,12.71,12.09,15,14.77,20.6,18,1543.11264441699,36408,32317,32312,3,1,4091,6331,3818,,,30.9274
2002-03-01,105.6,2.3,122.7,101.08,,12.52,13.23,15.2,17.42,21.94,17.69,1560.20730945168,36860,32768,32763,4,1,4092,8051,4450,,,31.1192
2002-04-01,104.3,1.5,162.7,101.16,,9.28,11.29,14.42,15.51,20.58,18.75,1592.23498319303,37295,33179,33174,4,1,4116,8994,4903,,,31.1963
2002-05-01,102.6,1.5,204.5,101.69,,5.12,8.42,13.54,13.14,21.59,20.54,1636.93066510554,39155,35024,35019,4,1,4131,8108,4480,,,31.3071
2002-06-01,101.1,3.4,184.6,100.53,,6.21,9.4,12.44,11.82,20.46,20,1692.85150822739,42227,38496,38489,5,1,3731,7783,4735,,,31.4471
2002-07-01,103.5,1.7,239,100.72,,12.88,11.2,14.08,13.68,19.71,21,1721.71633765523,43579,39848,39838,8,2,3731,8844,5250,,,31.4401
2002-08-01,96.2,1.9,250.5,100.09,,4.83,8.29,11.99,11.91,19.09,19.75,1771.62455688824,43294,39564,39554,8,2,3731,9490,4937,,,31.5673
2002-09-01,95,3.7,264.3,100.4,,6.01,8.04,10.48,12.78,19.46,,1822.52156532421,44327,40596,40587,8,2,3731,9258,4936,,,31.6358
2002-10-01,109.4,2.3,241.2,101.07,,6.4,7.16,11.08,11.71,20.15,18.19,1865.68507458904,45619,41887,41878,8,2,3732,9457,5637,,,31.7408
2002-11-01,109.9,2.9,233.7,101.61,,4.14,9.75,11.1,15.2,19.12,18.24,1937.71117249584,46767,43034,43025,8,2,3733,8823,5512,,,31.8424
2002-12-01,99.2,10.1,97,101.54,,5.11,7.55,12.81,14.55,17.83,17.66,1976.76966979259,48205,44470,44467,1,2,3735,10546,6248,,,31.7844
2003-01-01,99.7,1.7,95.7,102.4,,6.46,7.33,10.6,13.66,20.66,17.97,2023.26099864326,47793,44054,44051,1,2,3739,9184,4554,,,31.8222
2003-02-01,99.8,1.5,89.2,101.63,,2.51,4.65,8.29,14.65,17.44,17.58,2073.8460218839,49274,45534,45531,1,2,3740,9409,5018,,,31.5762
2003-03-01,99,2.4,105.5,101.05,,2.63,4.1,4.56,5.77,12.62,17.22,2152.07345093659,53061,49326,49324,0,2,3735,11064,5804,,,31.3805
2003-04-01,98.5,1.7,172.1,101.02,,1.89,2.88,3.93,6.04,11.55,16.08,2238.82814497765,55525,51790,51788,0,2,3735,9528,5977,,,31.1
2003-05-01,97.4,1.7,228.8,100.8,,1.31,2.82,3.22,4.58,15.63,17.3,2333.68051331589,59847,56111,56072,37,2,3736,9793,5713,,,30.709
2003-06-01,95.9,3.7,214.3,100.8,,1.36,2.12,3.64,6.54,11.98,13.37,2438.90640664438,64882,61144,61141,2,2,3738,10422,5852,,,30.3483
2003-07-01,91.6,2,258.4,100.71,,3.62,4.05,4.02,5.47,12.35,14.23,2553.3072975304,64430,60691,60681,8,2,3739,10867,6436,,,30.2596
2003-08-01,90,1.9,261.4,99.59,,3.81,4.61,4.52,5.97,11.25,10.94,2616.2818706861,64454,60710,60672,36,2,3744,11428,6101,,,30.5036
2003-09-01,109,3.7,260.7,100.34,,9.78,9.4,8.06,9.13,11.1,12.52,2695.66956270418,62752,59011,59005,4,2,3741,11026,6218,,,30.6119
2003-10-01,111.3,2.5,324.7,101,,4.79,6.03,6.38,7.8,11.33,12.34,2752.53557507549,62073,58330,58324,4,2,3743,12032,6830,,,29.8584
2003-11-01,102.8,2.6,342.7,100.96,,3.33,3.26,4.41,8.81,13.65,14.9,2814.11668805961,64928,61183,61152,29,2,3744,10982,6548,,,29.7387
2003-12-01,99,11,173.8,101.1,,1.39,2.52,5.01,6.74,11.41,13.21,2891.6173867159,68169,64415,64412,1,2,3754,13325,8163,,,29.4545
2004-01-01,99,1.8,126,101.75,,1.09,1.55,3.82,5.9,6.08,12.48,3042.30663205586,76938,73175,73172,1,2,3763,10875,5363,,,28.4937
2004-02-01,99,1.7,120.1,100.99,,1.18,2.01,3.04,5.06,8.05,12.35,3259.26762779224,83990,80226,80224,0,2,3763,11673,6334,,,28.5156
2004-03-01,99,2.5,155.4,100.75,,1.67,2.49,3.03,3.92,6.94,12.48,3380.34742011687,86318,82558,82555,1,2,3760,13487,7506,,,28.4853
2004-04-01,99.6,1.8,267,100.99,,5.86,5.21,5.85,6.9,10.14,10.6,3431.96414528912,83398,79639,79636,1,2,3760,14201,7473,,,28.8834
2004-05-01,99.5,1.8,358.4,100.74,,10.08,9.49,8.49,8.31,10.04,11.91,3483.75618750335,82664,78904,78877,25,2,3760,13147,7122,,,28.985
2004-06-01,99.7,3.6,412,100.78,,6.41,6.25,7.38,9.23,12.71,15.04,3502.43585279073,85612,81849,81847,0,2,3763,14351,7638,,,29.0274
2004-07-01,113.3,2.2,539.9,100.92,,3.73,4.14,5.41,10.11,12.69,13.5,3576.41382091689,88226,84462,84460,0,2,3763,15083,8078,,,29.1019
2004-08-01,109.8,2.4,614.2,100.42,,3.79,4.68,6.59,7.96,10.92,12.52,3604.92947793878,88610,84857,84825,30,2,3753,16371,8051,,,29.2447
2004-09-01,97.1,3.9,710.3,100.43,,2.91,3.19,4.29,8.52,11.32,12.58,3654.74767212581,88702,84948,84945,0,3,3754,15899,8026,,,29.2171
2004-10-01,101.6,2.8,832.6,101.14,,1.17,1.56,3.51,6.66,9.69,10.65,3726.82726364112,95082,91329,91326,0,3,3754,16732,8641,,,28.7655
2004-11-01,104.4,3.4,938.4,101.11,,1.09,1.77,3.74,7.53,10.78,11.99,3881.03025775694,107338,103607,103603,1,3,3730,17317,9155,,,28.2367
2004-12-01,100.2,13.1,760.2,101.14,,1.12,1.76,3.73,6.24,11.49,12.27,4018.48830692073,117434,113703,113699,1,3,3731,18724,10857,,,27.7487
2005-01-01,99.4,2.1,343.5,102.62,,1.03,1.53,3.15,6.11,11.44,12.59,4133.03809346809,124541,120809,120805,1,3,3732,13675,6934,,,28.0845
2005-02-01,99.1,1.8,459.3,101.23,,1.03,1.65,3.18,6.02,9.14,10.75,4237.78957717267,124927,121199,121166,30,3,3728,15867,8346,,,27.7738
2005-03-01,100,2.7,655.4,101.34,,0.92,1.74,2.69,4.39,6.75,12.43,4366.24271743315,134153,130426,130421,2,3,3727,19549,10020,,,27.8256
2005-04-01,100.1,1.9,786.2,101.12,,1.38,1.79,3.07,4.16,7.78,7.64,4479.32674068465,137381,133651,133646,2,3,3730,19515,9531,,,27.7726
2005-05-01,100.7,1.9,919.5,100.8,,2.85,3.05,3.5,4.15,8.5,9.33,4589.74683000821,144255,140524,140519,2,3,3731,20047,9451,,,28.0919
2005-06-01,100.3,3.9,1070.7,100.64,,3.94,3.77,4.29,5.26,6.15,9.38,4659.54351034955,147360,143628,143623,2,3,3731,19131,9898,,,28.6721
2005-07-01,103.9,1.9,1208.3,100.46,,3.42,3.88,4.23,5.08,6,9.75,4791.94132346162,151578,147777,147768,6,3,3802,21191,10722,,,28.6341
2005-08-01,102.1,2.6,1356.1,99.86,,2.48,2.88,3.53,4.84,6.93,10.31,4955.24639070798,144624,140896,140842,6,48,3729,21378,10644,,,28.545
2005-09-01,103.3,4.4,1325.9,100.25,,1.37,1.87,3.65,4.1,5.56,8.29,5131.85630074529,149754,146026,145972,6,48,3729,21402,10719,,,28.4989
2005-10-01,98.2,2.8,1671.1,100.55,,2.82,2.84,3.5,4.49,6.3,8.25,5285.50906489747,159560,155831,155777,6,48,3730,21831,11456,,,28.4244
2005-11-01,101.7,3.6,1900.8,100.74,,5.74,5.79,5.56,6.62,6.75,10,5439.38583764096,164971,161242,161113,6,123,3730,21792,12294,,,28.7312
2005-12-01,105.5,14,1759,100.82,,4.68,4.99,5.84,7.33,7.59,9,5552.30191859699,168396,164666,164539,6,121,3730,24647,13825,,,28.7825
2006-01-01,101.6,1.8,298.9,102.43,,2.93,3.14,3.7,6.74,6.63,7,5726.09809652279,182240,175892,175690,6,196,6349,20524,8311,,,28.1207
2006-02-01,101.2,1.5,448.4,101.66,,2.81,2.89,4,6.54,8.6,5.63,5883.92104653826,188451,181401,181197,6,198,7050,21449,10080,,,28.1223
2006-03-01,101.7,3,715.3,100.82,,3.03,3.25,3.66,5.38,8.07,8.5,5977.59380043238,195931,189050,188847,6,197,6881,24439,12353,,,27.7626
2006-04-01,101.6,2.2,850.6,100.35,,3.48,3.95,4.08,4.33,6.3,9.5,6155.17245663312,205881,198676,198472,6,198,7205,23652,11359,,,27.2739
2006-05-01,101.2,2.2,1194.8,100.48,,2.21,2.67,3.1,4,6.13,11.5,6348.79400708817,226413,218521,218312,7,202,7892,26770,12921,,,26.984
2006-06-01,101,5,1402.7,100.28,,2.69,3,3.78,3.49,8.79,7.79,6632.65115606671,247343,239271,239059,7,205,8072,25137,14477,,,27.0789
2006-07-01,99.4,2.1,1654.4,100.67,,2.08,2.59,3.33,4.52,7.99,10,6893.67137300798,250561,243174,242939,7,228,7386,25482,13479,,,26.8718
2006-08-01,97.5,3,1977.5,100.19,,2.33,2.74,3,3.86,8.01,6.4,7189.02514461507,265699,257859,257623,7,229,7840,27853,14240,,,26.7379
2006-09-01,104.1,5.1,2131,100.09,,3.35,3.57,4.03,4.15,10.65,,7446.18625211237,259862,252184,251947,7,230,7677,25392,14342,,,26.7799
2006-10-01,108.6,3.5,2424.1,100.28,,4.26,4.57,4.49,5.07,5.31,8.57,7744.59064603105,266197,258705,258470,7,228,7492,24049,15821,,,26.7477
2006-11-01,113.6,4.6,2626.7,100.63,,6.39,6.28,6.31,6.37,6.99,7.38,7962.86737032764,272543,264956,264721,7,228,7586,24382,16180,,,26.3147
2006-12-01,105.9,16.6,2250.6,100.79,,4.9,5.23,5.67,5.95,8.05,8.23,8182.62979074787,289042,280970,280730,7,233,8072,28354,19625,,,26.3311
2007-01-01,102.6,2.9,371.2,101.68,,3.21,3.76,4.42,5.05,9.09,9.5,8516.35653585615,303732,295567,295277,7,283,8164,21287,11655,,,26.5331
2007-02-01,102.6,2.5,508.4,101.11,,3.63,3.77,4.39,6.3,7.46,5.65,8734.92163743854,303886,295562,295274,7,281,8325,22945,14073,,,26.1599
2007-03-01,104.4,4,775.6,100.59,,4.92,5.06,5.44,5.55,7.12,7.73,8970.357267943,314534,305869,305579,7,283,8665,25945,16884,,,26.0113
2007-04-01,104.2,2.9,923.5,100.57,,3.39,4.01,4.4,4.8,6.31,10.55,9376.73604920666,338830,330334,330043,7,285,8496,26994,16694,,,25.6851
2007-05-01,104.2,2.8,1241.2,100.63,,3.31,3.69,4.01,5.04,5.69,9.28,9985.16077906676,369117,360410,360116,7,287,8707,28681,17453,,,25.9031
2007-06-01,104.4,6,1464.5,100.95,,3.36,3.84,4.1,4.5,5.49,8.92,10613.7104341679,403207,394749,394384,7,357,8458,26194,18541,,,25.8162
2007-07-01,104.5,3.1,1819.9,100.87,,3.39,3.88,3.86,3.89,6.85,8.45,10608.1609772506,405840,397398,397033,7,358,8442,29083,19332,,,25.5999
2007-08-01,105.8,3.7,2120,100.09,,5.22,5.61,5.7,5.75,6.39,8.28,10896.295891831,416167,407495,407132,1,362,8672,30318,19995,,,25.6494
2007-09-01,100.3,6,2182.6,100.79,,6.17,6.88,7.19,6.98,7.92,6.35,11184.1328941335,416040,407111,406748,1,363,8929,27680,18693,,,24.9493
2007-10-01,102.8,4.1,2965.8,101.64,,5.83,6.76,7.75,7.86,7.24,10.26,11507.1305589106,425378,415264,414895,1,368,10114,34437,22225,,,24.7238
2007-11-01,102.9,5.9,2523.1,101.23,,6.34,6.82,8.18,7.54,7.84,10.14,11707.9233734328,446961,436007,435634,1,372,10954,35197,22610,,,24.3506
2007-12-01,104,17.3,1989.7,101.13,,4.08,5.08,6.24,6.9,9.27,12.8,12064.6002338242,463528,452162,451785,1,376,11366,37769,24928,,,24.5462
2008-01-01,104.3,3.2,561,102.31,,2.62,3.42,5.17,5.57,6.26,6.35,12213.7068344144,478762,466750,466376,1,374,12012,33870,15558,108.3,50.6,24.4764
2008-02-01,105.9,2.6,694.1,101.2,,4.31,4.68,5.92,6.8,9.09,7.25,12558.9905088134,488368,475072,474694,1,377,13296,35095,20977,110.7,125.4,24.1159
2008-03-01,106,4.4,998.4,101.2,,4.36,5.22,6.47,7.15,8.19,7.75,12763.900141047,494932,481011,480629,1,381,13921,39407,23238,104.7,100.2,23.5156
2008-04-01,106.6,3,1793,101.42,,4.17,4.81,6.32,6.66,7.99,10.57,12950.2521507817,512584,498890,498499,1,389,13694,40525,25211,110.1,110.2,23.6471
2008-05-01,106.8,2.9,2053.4,101.35,,3.71,4.37,6.46,6.35,7.88,7.5,12961.9712656491,532474,519758,519372,1,384,12716,42478,24286,104.2,94.7,23.7384
2008-06-01,107.3,5.6,2028.1,100.97,,3.64,4.38,6.01,7.28,7.21,11.07,13233.1843218686,546035,533109,532725,1,384,12926,43024,25311,104.1,105,23.4573
2008-07-01,111.1,3.9,3073.8,100.51,,4.19,4.74,6.12,6.33,7.78,12.75,13603.6284068641,568966,555182,554794,1,387,13785,46546,28686,106.3,102.5,23.4456
2008-08-01,116.8,3.8,3305.6,100.36,,5.9,6.35,7.53,8.15,9.81,10.6,13879.9013001115,596566,582679,582294,1,384,13887,44952,27130,108.6,102.6,24.5769
2008-09-01,111.2,5.8,3437.4,100.8,,7.44,8.21,9.54,10.69,9.29,8,14286.2526081713,582212,569123,568750,1,372,13089,42974,27230,99.9,92.6,25.2464
2008-10-01,117.5,4.7,3834.6,100.91,,7.78,10.83,12.38,13.23,8.98,,14134.5432526327,556813,542839,542470,1,369,13974,38383,26711,99.4,99.6,26.543
2008-11-01,115.5,5.8,3380,100.83,,8.98,13.39,16.55,22.54,13.58,18,13558.6394375699,484590,472005,471652,1,353,12585,29353,21076,95.4,102.7,27.606
2008-12-01,104.5,18.4,2012.1,100.69,,8.89,11.07,19.07,21.26,17,,13169.7755039202,455730,442391,441373,1,1018,13339,29692,23258,89.3,128.6,29.3804
2009-01-01,102.3,3.1,582.9,102.37,,16.93,18.3,23.37,27.48,21.95,28,12312.0648168806,426281,411748,410695,1,1051,14533,18868,10280,95.9,54.4,35.4146
2009-02-01,101.8,2.8,317.4,101.65,,9.26,11.96,19.36,21.19,14,7.33,11438.5779609806,386892,371426,370407,1,1018,15466,17419,13210,102.6,134.1,35.7205
