h,model_fun,mae
1,tbats_fun,2.7074849557719523
1,arima101_010_fun,2.746108973652458
1,arima_fun,2.8149113122424874
1,ets_fun,2.983129465361258
2,arima101_010_fun,2.457719532522126
2,ets_fun,2.8256607928865907
2,arima_fun,2.8496286505308412
2,tbats_fun,2.9117649451705603
3,arima101_010_fun,2.4475796112959105
3,tbats_fun,2.582427053643449
3,arima_fun,2.833582033556018
3,ets_fun,2.84380284666247
4,arima101_010_fun,2.5736146602398153
4,ets_fun,2.8158563709012685
4,arima_fun,2.958950376038957
4,tbats_fun,3.2742593604041152
5,arima101_010_fun,2.523015919109769
5,ets_fun,2.846669706991406
5,arima_fun,3.029524725267442
5,tbats_fun,3.447260731863675
6,arima101_010_fun,2.4707096101578947
6,ets_fun,2.8574217381646503
6,tbats_fun,2.958990914440735
6,arima_fun,3.0541817609945494
