h,model_fun,mae
1,arima101_101_fun,0.15180233196845247
1,tbats_fun,0.18429869077710054
1,ets_fun,0.18643147599555038
1,arima_fun,0.19859409519867538
2,tbats_fun,0.2239855602032443
2,arima101_101_fun,0.22621762050419156
2,ets_fun,0.25557068842287967
2,arima_fun,0.28447878516457503
3,ets_fun,0.2359106425533003
3,tbats_fun,0.2510683591829634
3,arima101_101_fun,0.2514134822634223
3,arima_fun,0.27668100775055327
4,ets_fun,0.23181159349540387
4,tbats_fun,0.23856959914255613
4,arima101_101_fun,0.2451849432932398
4,arima_fun,0.2606314735306857
5,ets_fun,0.2537262875590864
5,arima101_101_fun,0.2554825474484124
5,arima_fun,0.2731239198537594
5,tbats_fun,0.2747867347272554
6,ets_fun,0.2496269960091025
6,arima101_101_fun,0.2579729145246419
6,tbats_fun,0.27910524068746717
6,arima_fun,0.2816686901686986
