date,h,model_fun,point_forecast
2020-01-01,4,arima_fun,0.0182345183726981
2020-01-01,4,arima101_101_fun,0.018656856010636557
2020-01-01,4,ets_fun,0.01632910477103062
2020-01-01,4,tbats_fun,0.010562779543551401
2019-04-01,1,arima_fun,0.01697978497559862
2019-04-01,1,arima101_101_fun,0.013172930504658634
2019-04-01,1,ets_fun,0.01632910477103062
2019-04-01,1,tbats_fun,0.014317695929684134
2019-07-01,2,arima_fun,0.01749708502207168
2019-07-01,2,arima101_101_fun,0.012075027486957832
2019-07-01,2,ets_fun,0.01632910477103062
2019-07-01,2,tbats_fun,0.012778795815694344
2019-10-01,3,arima_fun,0.017908042451802997
2019-10-01,3,arima101_101_fun,0.012811960303322628
2019-10-01,3,ets_fun,0.01632910477103062
2019-10-01,3,tbats_fun,0.011547675682964957
