h,model_fun,mae
1,arima101_010_fun,1.1102410876826072
1,arima_fun,1.1501615156172802
1,ets_fun,1.5355191441854137
1,tbats_fun,1.6444573408226484
2,ets_fun,1.4073819313891986
2,arima_fun,1.5724685723931557
2,arima101_010_fun,1.6107631311830897
2,tbats_fun,1.9422919776927259
3,ets_fun,1.4552401614717905
3,arima_fun,1.5169338451120291
3,arima101_010_fun,1.5695433003293706
3,tbats_fun,1.9662763103896097
4,arima_fun,1.4900764683071435
4,ets_fun,1.5048620666860657
4,arima101_010_fun,1.575447197263899
4,tbats_fun,2.032831681040574
5,ets_fun,1.4475153502221776
5,arima_fun,1.5278088586186014
5,arima101_010_fun,1.5742768098013906
5,tbats_fun,2.125208079015299
6,arima_fun,1.4169009929806204
6,ets_fun,1.491501584415782
6,arima101_010_fun,1.575100837884169
6,tbats_fun,2.0805910143025654
