date,h,model_fun,point_forecast
2020-04-01,6,arima_fun,99.84
2020-04-01,6,arima101_101_fun,100.49840653426811
2020-04-01,6,ets_fun,99.84309859198243
2020-04-01,6,tbats_fun,100.24476162145388
2019-11-01,1,arima_fun,99.84
2019-11-01,1,arima101_101_fun,100.17003783121592
2019-11-01,1,ets_fun,99.84309859198243
2019-11-01,1,tbats_fun,99.99785960471404
2019-12-01,2,arima_fun,99.84
2019-12-01,2,arima101_101_fun,100.33982060039635
2019-12-01,2,ets_fun,99.84309859198243
2019-12-01,2,tbats_fun,100.00790508590116
2020-01-01,3,arima_fun,99.84
2020-01-01,3,arima101_101_fun,100.42540420420765
2020-01-01,3,ets_fun,99.84309859198243
2020-01-01,3,tbats_fun,100.03351111575681
2020-02-01,4,arima_fun,99.84
2020-02-01,4,arima101_101_fun,100.40699766418874
2020-02-01,4,ets_fun,99.84309859198243
2020-02-01,4,tbats_fun,100.0929100302888
2020-03-01,5,arima_fun,99.84
2020-03-01,5,arima101_101_fun,100.46171462535352
2020-03-01,5,ets_fun,99.84309859198243
2020-03-01,5,tbats_fun,100.17022733349843
