date,h,model_fun,point_forecast
2018-08-01,1,lasso_fun,99.78269669347
2018-08-01,1,ranger_fun,100.0587593333331
2018-09-01,2,lasso_fun,100.17515031936216
2018-09-01,2,ranger_fun,100.16091866666646
2018-10-01,3,lasso_fun,100.54625550096905
2018-10-01,3,ranger_fun,100.45482033333319
2018-11-01,4,lasso_fun,100.541828275811
2018-11-01,4,ranger_fun,100.77163099999993
2018-12-01,5,lasso_fun,100.9748120037801
2018-12-01,5,ranger_fun,101.1218853333333
2019-01-01,6,arima_fun,100.57524390243901
2019-01-01,6,arima11_fun,100.93129253860911
2019-01-01,6,ets_fun,100.94768991552978
2019-01-01,6,lasso_fun,101.25552594816735
2019-01-01,6,ranger_fun,101.28205699999985
2019-01-01,6,tbats_fun,101.09427624171592
2018-08-01,1,arima_fun,100.57524390243901
2018-08-01,1,arima11_fun,99.82972202934006
2018-08-01,1,ets_fun,99.700330578708
2018-08-01,1,tbats_fun,99.87060464609291
2018-09-01,2,arima_fun,100.57524390243901
2018-09-01,2,arima11_fun,100.16135588514277
2018-09-01,2,ets_fun,100.00912675196862
2018-09-01,2,tbats_fun,100.09545224487837
2018-10-01,3,arima_fun,100.57524390243901
2018-10-01,3,arima11_fun,100.39025745997492
2018-10-01,3,ets_fun,100.2058078653875
2018-10-01,3,tbats_fun,100.480885181176
2018-11-01,4,arima_fun,100.57524390243901
2018-11-01,4,arima11_fun,100.47538571712441
2018-11-01,4,ets_fun,100.33656117578708
2018-11-01,4,tbats_fun,100.47029008984863
2018-12-01,5,arima_fun,100.57524390243901
2018-12-01,5,arima11_fun,100.68918982812531
2018-12-01,5,ets_fun,100.62865992412864
2018-12-01,5,tbats_fun,100.80463914110422
