h,model_fun,mae
1,tbats_fun,0.008831462439026392
1,ets_fun,0.009265295460397678
1,arima11_fun,0.01098202540886208
1,arima_fun,0.014303649109099122
2,arima_fun,0.013425620141417788
2,arima11_fun,0.013938935571136677
2,tbats_fun,0.013948633247138319
2,ets_fun,0.014560150584075449
3,arima11_fun,0.009274906233435614
3,tbats_fun,0.011791542827620058
3,arima_fun,0.012502347621991707
3,ets_fun,0.012546035248010779
