h,model_fun,mae
1,arima_fun,1.8668149017836555
1,arima101_010_fun,2.0925358591588172
1,ets_fun,2.4776142241863965
1,tbats_fun,2.7242673617843005
2,arima101_010_fun,2.054349950864474
2,arima_fun,2.1546391447205755
2,ets_fun,2.4420638623893915
2,tbats_fun,2.5365376238634374
3,arima101_010_fun,2.010931790457893
3,tbats_fun,2.3249119254801767
3,ets_fun,2.342320953625432
3,arima_fun,2.397117978652576
4,arima101_010_fun,2.0993562928715663
4,ets_fun,2.439281665006561
4,arima_fun,2.479465368688442
4,tbats_fun,2.7513581206339643
5,arima101_010_fun,1.9169267969680015
5,arima_fun,2.3848854477967105
5,ets_fun,2.3984761638238954
5,tbats_fun,2.5845792372136023
6,arima101_010_fun,1.715030630408467
6,ets_fun,2.2897505902369226
6,arima_fun,2.4222086654220485
6,tbats_fun,2.5978893188620065
