h,model_fun,mae
1,arima101_101_fun,0.15624036390013207
1,ets_fun,0.17349539201739056
1,tbats_fun,0.18032729770725234
1,arima_fun,0.21304193982497904
2,ets_fun,0.22091403432036133
2,arima101_101_fun,0.23134397557298247
2,tbats_fun,0.24069119275137718
2,arima_fun,0.2837645769926227
3,arima101_101_fun,0.2544844790745155
3,tbats_fun,0.2553673905664279
3,ets_fun,0.2605045779388103
3,arima_fun,0.2706774685269246
4,tbats_fun,0.22928349999936803
4,arima101_101_fun,0.2621278968928182
4,arima_fun,0.2844625902709962
4,ets_fun,0.3219657260620249
5,tbats_fun,0.24519684667464706
5,arima101_101_fun,0.2574426944932376
5,ets_fun,0.26794796944850774
5,arima_fun,0.27662924374395664
6,arima101_101_fun,0.2613579593869262
6,ets_fun,0.2625393820619796
6,tbats_fun,0.26966249408001464
6,arima_fun,0.28693386797193704
