h,model_fun,mae
1,tbats_fun,2.0710409297178782
1,arima101_010_fun,2.3648035977063984
1,ets_fun,2.4866252215193967
1,arima_fun,2.5067535439858597
2,arima101_010_fun,2.1838340574420636
2,arima_fun,2.5109116113647354
2,ets_fun,2.5142436948538918
2,tbats_fun,2.571064200659955
3,arima101_010_fun,2.095902685491816
3,tbats_fun,2.175250895303963
3,arima_fun,2.4461152142032523
3,ets_fun,2.4609422291378755
4,arima101_010_fun,2.3099927973935857
4,ets_fun,2.501596124449516
4,arima_fun,2.688354240336269
4,tbats_fun,2.9359513898242775
5,arima101_010_fun,2.2890903245437904
5,ets_fun,2.4388738040946083
5,arima_fun,2.7102025627739375
5,tbats_fun,2.7860032911468195
6,arima101_010_fun,2.1601776263800363
6,ets_fun,2.3806502298827854
6,tbats_fun,2.6639707799533983
6,arima_fun,2.7523996964878146
