h,model_fun,mae
1,arima101_101_fun,0.15733550674501826
1,tbats_fun,0.1779864300030092
1,ets_fun,0.20320271252908062
1,arima_fun,0.2067473378044653
2,tbats_fun,0.21755284306071718
2,arima101_101_fun,0.2334557154198274
2,ets_fun,0.2793539923542532
2,arima_fun,0.29396045605659277
3,tbats_fun,0.21866105157121815
3,arima101_101_fun,0.2600215806296966
3,arima_fun,0.27400233673888796
3,ets_fun,0.2999739448479882
4,tbats_fun,0.22290454784298286
4,arima101_101_fun,0.25360907409378214
4,arima_fun,0.2871770479086777
4,ets_fun,0.2899880859946752
5,tbats_fun,0.24822965263605504
5,arima101_101_fun,0.2611925720199302
5,arima_fun,0.2975278393731477
5,ets_fun,0.31291233538633895
6,tbats_fun,0.2551072363335029
6,arima101_101_fun,0.2685987951569899
6,arima_fun,0.26971261783785133
6,ets_fun,0.3391378999961816
