date,h,model_fun,point_forecast
2021-07-01,4,arima_fun,-0.007227968514403624
2021-07-01,4,arima101_101_fun,-0.001202865963242001
2021-07-01,4,ets_fun,-0.03791148537559221
2021-07-01,4,tbats_fun,-0.012028272243184018
2020-10-01,1,arima_fun,-0.022864668698037115
2020-10-01,1,arima101_101_fun,-0.018713372456901474
2020-10-01,1,ets_fun,-0.03791148537559221
2020-10-01,1,tbats_fun,-0.023103865137905813
2021-01-01,2,arima_fun,-0.015575740129595072
2021-01-01,2,arima101_101_fun,-0.005775526905244582
2021-01-01,2,ets_fun,-0.03791148537559221
2021-01-01,2,tbats_fun,-0.018615534252542264
2021-04-01,3,arima_fun,-0.010610417486849714
2021-04-01,3,arima101_101_fun,-0.008118144082160245
2021-04-01,3,ets_fun,-0.03791148537559221
2021-04-01,3,tbats_fun,-0.014977345569475432
