h,model_fun,mae
1,ets_fun,0.15173085740435763
1,arima101_101_fun,0.15280812848971387
1,tbats_fun,0.1765195023375676
1,arima_fun,0.1851239257560945
2,ets_fun,0.18585805410575063
2,tbats_fun,0.20424094323583594
2,arima101_101_fun,0.20684859000446243
2,arima_fun,0.23823851016783237
3,ets_fun,0.19514758780827485
3,tbats_fun,0.22540071130862382
3,arima101_101_fun,0.24046582537584577
3,arima_fun,0.2557354441542814
4,ets_fun,0.22261370911706718
4,tbats_fun,0.244381468668016
4,arima101_101_fun,0.24580917072198968
4,arima_fun,0.26476100126394425
5,ets_fun,0.20951635052079523
5,arima101_101_fun,0.2575949534133525
5,tbats_fun,0.2607111142197095
5,arima_fun,0.27698402893165597
6,ets_fun,0.19681453835465304
6,tbats_fun,0.26088593886103695
6,arima101_101_fun,0.2652145122122425
6,arima_fun,0.2788570503718512
