h,model_fun,mae
1,arima101_010_fun,1.2968790849586491
1,arima_fun,1.4238632583272153
1,tbats_fun,1.7906942466100326
1,ets_fun,2.0839626166366894
2,arima101_010_fun,1.6772372114601775
2,arima_fun,1.8368244591520386
2,ets_fun,1.9756295930679806
2,tbats_fun,2.254117977260129
3,arima101_010_fun,1.8327536697218862
3,ets_fun,2.1133989942009874
3,arima_fun,2.1301369531608736
3,tbats_fun,2.50934204003289
4,arima101_010_fun,1.8921504647101328
4,ets_fun,1.9191437855934952
4,arima_fun,2.1790550915103606
4,tbats_fun,2.1916775873216823
5,arima101_010_fun,1.7710652329299006
5,ets_fun,1.9052587467027968
5,arima_fun,1.9928764499979792
5,tbats_fun,2.166733580039719
6,arima101_010_fun,1.6180634745609006
6,ets_fun,1.8930195847867926
6,arima_fun,2.01537740821332
6,tbats_fun,2.2394921031524566
