date,h,model_fun,point_forecast
2020-01-01,4,arima_fun,100.28275332663473
2020-01-01,4,arima101_010_fun,99.63702338772752
2020-01-01,4,ets_fun,100.50024019767191
2020-01-01,4,tbats_fun,99.35034007675485
2019-04-01,1,arima_fun,99.58008313271455
2019-04-01,1,arima101_010_fun,101.90452865686413
2019-04-01,1,ets_fun,100.50024019767191
2019-04-01,1,tbats_fun,99.98971617455008
2019-07-01,2,arima_fun,99.49510610850191
2019-07-01,2,arima101_010_fun,104.55602021947396
2019-07-01,2,ets_fun,100.50024019767191
2019-07-01,2,tbats_fun,99.72768654374757
2019-10-01,3,arima_fun,99.81680244544928
2019-10-01,3,arima101_010_fun,101.63852807241012
2019-10-01,3,ets_fun,100.50024019767191
2019-10-01,3,tbats_fun,99.51805368590657
