date,h,model_fun,point_forecast
2020-07-01,6,arima_fun,101.30512915509621
2020-07-01,6,arima101_010_fun,101.87004835805364
2020-07-01,6,ets_fun,100.79755863338072
2020-07-01,6,tbats_fun,101.65700115701893
2020-02-01,1,arima_fun,98.03164876616067
2020-02-01,1,arima101_010_fun,97.64136799374229
2020-02-01,1,ets_fun,97.33801597396602
2020-02-01,1,tbats_fun,97.64770430506996
2020-03-01,2,arima_fun,109.50940166108956
2020-03-01,2,arima101_010_fun,109.2901725190186
2020-03-01,2,ets_fun,110.79869011562852
2020-03-01,2,tbats_fun,110.53512694645927
2020-04-01,3,arima_fun,97.09883804964643
2020-04-01,3,arima101_010_fun,97.72897393013429
2020-04-01,3,ets_fun,95.51199922887572
2020-04-01,3,tbats_fun,95.32496749810176
2020-05-01,4,arima_fun,99.15973411640584
2020-05-01,4,arima101_010_fun,97.42072404159606
2020-05-01,4,ets_fun,99.7328838624997
2020-05-01,4,tbats_fun,100.20667301276283
2020-06-01,5,arima_fun,101.44409328460674
2020-06-01,5,arima101_010_fun,102.2487282784538
2020-06-01,5,ets_fun,101.63695926657157
2020-06-01,5,tbats_fun,101.04700624292846
